task,r2,rmse,mae
reg_log1p_IC50_nM,0.6921807186796741,1.427002971754423,0.9342254430188086
reg_log1p_CC50_nM,0.7851960091525266,0.4237289421074748,0.4358747450221875
reg_si,0.6521118564936729,0.7331939540883197,0.5521824094638716
