iter	Passed	Remaining
181	1057	4752
182	1061	4741
183	1069	4741
184	1075	4738
185	1084	4746
186	1091	4743
187	1096	4737
188	1103	4736
189	1108	4726
190	1112	4713
191	1116	4700
192	1123	4695
193	1126	4680
194	1134	4685
195	1141	4681
196	1146	4673
197	1152	4668
198	1157	4658
199	1160	4641
200	1166	4635
201	1170	4625
202	1175	4615
203	1180	4604
204	1184	4593
205	1188	4580
206	1192	4566
207	1196	4556
208	1202	4552
209	1208	4546
210	1213	4539
211	1218	4527
212	1223	4521
213	1228	4513
214	1233	4502
215	1238	4493
216	1241	4479
217	1246	4472
218	1252	4467
219	1256	4454
220	1261	4445
221	1265	4434
222	1269	4424
223	1273	4410
224	1278	4402
225	1282	4393
226	1286	4379
227	1291	4374
228	1296	4363
229	1299	4349
230	1302	4334
231	1306	4326
232	1311	4315
233	1316	4309
234	1320	4298
235	1322	4280
236	1325	4267
237	1329	4256
238	1335	4251
239	1339	4241
240	1344	4233
241	1349	4226
242	1354	4220
243	1359	4211
244	1363	4202
245	1367	4191
246	1372	4184
247	1378	4181
248	1383	4171
249	1386	4160
250	1392	4154
251	1397	4149
252	1401	4139
253	1407	4133
254	1412	4127
255	1419	4125
256	1423	4114
257	1426	4103
258	1430	4091
259	1433	4081
260	1437	4071
261	1443	4064
262	1449	4061
263	1454	4056
264	1459	4047
265	1463	4039
266	1468	4030
267	1473	4024
268	1478	4017
269	1482	4008
270	1486	3999
271	1493	3997
272	1498	3989
273	1503	3984
274	1509	3978
275	1514	3971
276	1517	3961
277	1524	3959
278	1528	3949
279	1532	3940
280	1535	3928
281	1538	3918
282	1542	3906
283	1546	3898
284	1551	3891
285	1554	3881
286	1560	3876
287	1564	3867
288	1568	3859
289	1573	3852
290	1578	3846
291	1583	3838
292	1589	3835
293	1594	3830
294	1598	3821
295	1602	3811
296	1605	3799
297	1609	3791
298	1612	3779
299	1614	3767
300	1620	3763
301	1624	3755
302	1631	3753
303	1638	3750
304	1643	3744
305	1649	3740
306	1654	3734
307	1661	3733
308	1667	3728
309	1673	3723
310	1677	3716
311	1682	3710
312	1689	3708
313	1697	3708
314	1704	3705
315	1710	3702
316	1718	3702
317	1723	3697
318	1728	3689
319	1733	3682
320	1738	3676
321	1743	3671
322	1751	3670
323	1756	3664
324	1761	3658
325	1767	3653
326	1773	3649
327	1777	3642
328	1783	3638
329	1787	3629
330	1794	3626
331	1800	3622
332	1807	3619
333	1811	3612
334	1819	3611
335	1825	3607
336	1828	3596
337	1834	3592
338	1844	3597
339	1849	3590
340	1852	3579
341	1858	3575
342	1862	3567
343	1865	3556
344	1868	3547
345	1872	3539
346	1876	3530
347	1879	3522
348	1884	3514
349	1890	3510
350	1895	3504
351	1900	3498
352	1905	3493
353	1909	3484
354	1912	3474
355	1915	3464
356	1918	3454
357	1921	3446
358	1927	3441
359	1933	3437
360	1941	3435
361	1945	3429
362	1950	3421
363	1955	3416
364	1960	3410
365	1965	3403
366	1971	3399
367	1975	3392
368	1979	3384
369	1983	3376
370	1986	3368
371	1989	3358
372	1994	3353
373	1997	3342
374	1999	3333
375	2004	3326
376	2008	3319
377	2012	3310
378	2015	3302
379	2019	3294
380	2022	3286
381	2026	3278
382	2030	3270
383	2034	3263
384	2040	3259
385	2045	3253
386	2049	3246
387	2053	3239
388	2057	3232
389	2062	3226
390	2066	3218
391	2069	3210
392	2072	3201
393	2077	3194
394	2080	3186
395	2084	3179
396	2088	3172
397	2093	3166
398	2097	3158
399	2101	3151
400	2104	3143
401	2107	3134
402	2110	3127
403	2116	3121
404	2119	3113
405	2123	3106
406	2128	3100
407	2132	3093
408	2135	3085
409	2138	3077
410	2143	3072
411	2148	3066
412	2152	3059
413	2156	3052
414	2160	3045
415	2163	3037
416	2166	3029
417	2171	3023
418	2173	3014
419	2176	3005
420	2181	2999
421	2185	2993
422	2189	2986
423	2194	2980
424	2197	2973
425	2199	2963
426	2203	2957
427	2208	2951
428	2212	2945
429	2215	2937
430	2220	2931
431	2224	2924
432	2226	2915
433	2230	2908
434	2234	2902
435	2240	2898
436	2245	2892
437	2250	2887
438	2255	2882
439	2259	2875
440	2263	2869
441	2269	2865
442	2274	2859
443	2279	2854
444	2285	2850
445	2288	2842
446	2294	2838
447	2299	2833
448	2304	2828
449	2308	2821
450	2314	2817
451	2321	2814
452	2328	2811
453	2334	2807
454	2340	2803
455	2346	2799
456	2352	2795
457	2358	2791
458	2364	2786
459	2369	2781
460	2373	2774
461	2376	2767
462	2381	2762
463	2385	2756
464	2391	2751
465	2395	2744
466	2400	2739
467	2404	2733
468	2408	2726
469	2412	2720
470	2417	2715
471	2421	2709
472	2425	2702
473	2430	2697
	2606
478	2390	2599
479	2395	2594
480	2400	2590
481	2404	2584
482	2409	2579
483	2415	2575
484	2421	2570
485	2425	2565
486	2432	2562
487	2437	2556
488	2442	2552
489	2446	2546
490	2450	2540
491	2454	2534
492	2460	2530
493	2465	2525
494	2470	2520
495	2475	2515
496	2480	2510
497	2485	2505
498	2490	2500
499	2493	2493
500	2499	2489
501	2506	2486
502	2511	2481
503	2518	2478
504	2524	2474
505	2530	2470
506	2535	2465
507	2540	2460
508	2545	2455
509	2549	2449
510	2553	2443
511	2559	2439
512	2566	2436
513	2572	2432
514	2577	2426
515	2581	2421
516	2588	2418
517	2596	2415
518	2602	2412
519	2607	2406
520	2614	2403
521	2620	2399
522	2628	2397
523	2634	2392
524	2641	2390
525	2650	2388
526	2656	2383
527	2661	2379
528	2670	2377
529	2675	2373
530	2680	2367
531	2686	2363
532	2692	2359
533	2701	2357
534	2707	2353
535	2713	2348
536	2718	2343
537	2723	2339
538	2730	2335
539	2735	2330
540	2742	2327
541	2747	2321
542	2751	2316
543	2757	2311
544	2761	2305
545	2767	2301
546	2773	2297
547	2779	2292
548	2783	2286
549	2789	2282
550	2794	2276
551	2799	2272
552	2805	2267
553	2810	2262
554	2817	2259
555	2823	2254
556	2833	2253
557	2842	2251
558	2850	2248
559	2854	2242
560	2862	2239
561	2869	2236
562	2875	2232
563	2880	2226
564	2888	2223
565	2894	2219
566	2898	2213
567	2903	2208
568	2909	2204
569	2915	2199
570	2920	2193
571	2926	2189
572	2931	2184
573	2937	2179
574	2941	2174
575	2945	2168
576	2949	2162
577	2954	2157
578	2960	2152
579	2965	2147
580	2971	2142
581	2976	2138
582	2983	2133
583	2988	2128
584	2993	2123
585	2997	2117
586	3003	2113
587	3007	2107
588	3012	2102
589	3018	2097
590	3023	2092
591	3027	2086
592	3032	2081
593	3038	2076
594	3043	2071
595	3048	2066
596	3054	2061
597	3060	2057
598	3066	2053
599	3073	2049
600	3080	2044
0
602	2910	1915
603	2914	1911
604	2919	1905
605	2924	1901
606	2931	1898
607	2936	1893
608	2943	1889
609	2947	1884
610	2953	1880
611	2958	1875
612	2964	1871
613	2970	1867
614	2976	1863
615	2981	1858
616	2988	1855
617	2993	1850
618	2999	1846
619	3003	1841
620	3009	1836
621	3016	1832
622	3019	1827
623	3025	1823
624	3029	1817
625	3034	1812
626	3039	1808
627	3045	1804
628	3049	1798
629	3055	1794
630	3059	1789
631	3062	1783
632	3068	1778
633	3072	1773
634	3075	1768
635	3079	1762
636	3082	1756
637	3086	1751
638	3091	1746
639	3095	1741
61	1700
643	3064	1694
1598
644	2896	1594
645	2900	1589
646	2904	1584
647	2908	1579
648	2912	1575
649	2915	1570
650	2919	1565
651	2922	1559
652	2926	1554
653	2929	1550
654	2933	1545
655	2937	1540
656	2941	1535
657	2944	1530
658	2948	1525
659	2952	1521
660	2958	1517
661	2962	1512
662	2969	1509
663	2972	1504
664	2976	1499
665	2980	1494
666	2984	1489
667	2987	1484
668	2991	1480
669	2996	1475
670	3000	1471
671	3003	1466
672	3007	1461
673	3011	1456
674	3014	1451
675	3017	1446
676	3021	1441
677	3025	1436
678	3028	1431
679	3032	1427
680	3036	1422
681	3040	1417
682	3044	1412
683	3048	1408
684	3052	1403
685	3056	1399
686	3060	1394
687	3063	1389
688	3067	1384
689	3069	1379
690	3074	1374
691	3079	1370
