iter	R2	RMSE
291	0.4381894629	1.071180674
292	0.4385970444	1.070792045
293	0.4388541746	1.070546798
294	0.4393518266	1.070071985
295	0.4398854579	1.069562611
296	0.4404401755	1.069032851
297	0.4407519569	1.068734982
298	0.4412523166	1.068256776
299	0.4416054218	1.067919176
300	0.4417598335	1.067771511
301	0.4420332674	1.067509974
302	0.4423776655	1.06718047
303	0.4426610788	1.066909236
304	0.4429131254	1.066667964
305	0.4432700072	1.066326244
306	0.4440168293	1.065610795
307	0.4445823817	1.065068682
308	0.4450580829	1.064612482
309	0.4456632849	1.064031807
310	0.446233271	1.063484631
311	0.4468232115	1.062918003
312	0.4470505118	1.062699604
313	0.4475495456	1.062219956
314	0.4477748206	1.062003361
315	0.448352667	1.061447577
316	0.4487396661	1.061075191
317	0.4491235507	1.060705673
318	0.4494260681	1.060414386
319	0.4497429507	1.060109182
320	0.4500735577	1.059790665
321	0.450496815	1.059382746
322	0.4509268159	1.058968168
323	0.451240112	1.058666006
324	0.4519793651	1.057952683
325	0.4523953119	1.057551115
326	0.4530461106	1.056922507
327	0.4533089709	1.056668503
328	0.4539265159	1.056071525
329	0.4543125553	1.055698171
330	0.4546011772	1.055418948
331	0.4549682753	1.055063696
332	0.4553009001	1.054741702
333	0.4557080432	1.054347438
334	0.4563335622	1.053741417
335	0.4565544247	1.053527356
336	0.457364145	1.052742199
337	0.457924856	1.052198154
338	0.4584611371	1.051677549
339	0.4590321575	1.051122937
340	0.4595829507	1.050587694
341	0.4599635586	1.050217672
342	0.4606107724	1.04958816
343	0.4609821101	1.049226808
344	0.4612794029	1.04893742
345	0.4617493948	1.048479762
346	0.4622256601	1.048015791
347	0.4626519238	1.047600357
348	0.4633027032	1.046965793
349	0.4634601588	1.046812203
350	0.4636573167	1.046619854
351	0.464026944	1.046259146
352	0.4642978436	1.045994705
353	0.4646083762	1.045691493
354	0.465242829	1.045071723
355	0.46580189	1.044525296
356	0.4660773544	1.044255952
357	0.4663689401	1.043970768
358	0.4668728428	1.043477746
359	0.4671564922	1.043200119
360	0.4672531852	1.043105462
361	0.4675439419	1.042820776
362	0.4677911143	1.042578703
363	0.4683235293	1.042057081
364	0.4688615832	1.041529669
365	0.4690509476	1.041343987
366	0.4696805197	1.040726418
367	0.4699290526	1.040482522
368	0.4702062485	1.040210431
369	0.4704530407	1.039968124
370	0.4707229106	1.039703094
371	0.4712180483	1.03921666
372	0.4714320393	1.03900636
373	0.4716928692	1.038749971
374	0.4720958883	1.038353691
375	0.4725980484	1.037859715
376	0.4731135009	1.037352418
377	0.473528098	1.036944202
378	0.4738184683	1.036658204
379	0.474093294	1.036387444
380	0.4747197787	1.035769964
381	0.4751120547	1.035383138
382	0.4754299401	1.035069564
383	0.4756908838	1.034812088
384	0.4760395933	1.034467912
385	0.4763886825	1.034123247
386	0.4765352017	1.03397855
387	0.4767376506	1.033778586
388	0.4770153632	1.03350422
389	0.4773081494	1.033214882
390	0.4775680746	1.032957951
391	0.4779548774	1.032575485
392	0.4783009359	1.032233186
393	0.4783722099	1.032162672
394	0.4787651377	1.031773849
395	0.4790631376	1.031478865
396	0.4794366915	1.031108971
397	0.4796034721	1.030943782
398	0.4799676938	1.030582944
399	0.480243656	1.030309461
400	0.4805555498	1.030000283
401	0.4808044554	1.029753477
402	0.4811736007	1.029387337
403	0.4815215359	1.029042116
404	0.4819028019	1.02866369
405	0.4823221815	1.028247274
406	0.4826829952	1.027888875
407	0.4829001494	1.027673114
408	0.4830155042	1.027558481
409	0.4833818284	1.027194363
410	0.483711192	1.026866874
411	0.4841180563	1.02646218
412	0.4846053803	1.025977245
413	0.4850831309	1.025501615
414	0.4852534295	1.025332018
415	0.4855859058	1.025000833
416	0.4859219083	1.024666025
417	0.4864103048	1.024179171
418	0.4867300113	1.023860349
419	0.4870573838	1.023533779
420	0.4872413258	1.023350242
421	0.4874112616	1.023180651
422	0.4878124677	1.022780148
423	0.4881540616	1.022439029
424	0.4882755658	1.022317666
425	0.4884169263	1.022176452
426	0.4888291152	1.021764579
427	0.48903145	1.021562339
428	0.489537001	1.021056848
429	0.4898342228	1.020759545
430	0.4900752795	1.020518359
431	0.49014712	1.020446468
432	0.4905471947	1.020046025
433	0.4910456926	1.019546847
434	0.4911376016	1.019454785
435	0.4913301598	1.019261882
436	0.4917927068	1.018798355
437	0.4918397947	1.018751156
438	0.4920150634	1.018575453
439	0.4921163265	1.018473925
440	0.4923803081	1.018209206
441	0.4925405337	1.018048499
442	0.4930537456	1.017533574
443	0.4932530453	1.017333539
444	0.4935690734	1.017016264
445	0.4937759088	1.016808559
446	0.4938885735	1.016695403
447	0.4941161181	1.016466827
448	0.4942884193	1.016293711
449	0.4945283103	1.016052636
450	0.4947123847	1.015867615
451	0.4950348722	1.015543386
452	0.495384891	1.015191361
453	0.4957602674	1.014813697
454	0.4960486504	1.014523462
455	0.4963013637	1.014269056
456	0.4964192654	1.014150343
457	0.4967077184	1.013859847
458	0.4968726125	1.013693748
459	0.4971264297	1.013438022
460	0.4973163046	1.013246677
461	0.4975054032	1.013056078
462	0.4976225498	1.012937985
463	0.4978188813	1.012740035
464	0.4983503929	1.012203948
465	0.4985899102	1.011962276
466	0.498820555	1.011729502
467	0.4988974532	1.011651881
468	0.4990060371	1.011542268
469	0.4991105511	1.011436752
470	0.4995545012	1.010988423
471	0.4997598567	1.010780974
472	0.5000047459	1.010533533
473	0.5005727992	1.009959328
474	0.5009771098	1.009550439
475	0.5011933515	1.009331681
476	0.5014364545	1.009085693
477	0.501735286	1.008783232
478	0.5021799768	1.008332973
479	0.5024995613	1.008009262
480	0.5028766435	1.007627177
481	0.5031995419	1.00729988
482	0.5033904388	1.007106333
483	0.5039492829	1.006539516
484	0.5043125247	1.00617092
485	0.5046396145	1.005838894
486	0.5048018733	1.005674145
487	0.5049232152	1.005550924
488	0.505199718	1.005270082
489	0.5056028238	1.00486051
490	0.5059633092	1.004494101
491	0.5062541241	1.004198409
492	0.5066424722	1.003803413
493	0.506767542	1.00367617
494	0.5070500771	1.003388664
495	0.5071310197	1.003306282
496	0.5073685418	1.003064497
497	0.5076799652	1.002747397
498	0.5080146933	1.002406456
499	0.5083526533	1.002062104
500	0.5086528321	1.00175615
501	0.5091280559	1.00127159
502	0.5096254292	1.000764195
503	0.5102515931	1.000125049
504	0.5104918714	0.99987968
505	0.5109147983	0.9994476469
506	0.5110063374	0.9993541123
507	0.51139171	0.9989602426
508	0.5117562314	0.9985875408
509	0.5120448519	0.9982923445
510	0.5122720282	0.998059931
511	0.5125922921	0.9977321919
512	0.5130365948	0.9972773405
513	0.5132534653	0.9970552457
514	0.5132973736	0.9970102736
515	0.5135366288	0.9967651864
516	0.5138865149	0.9964066629
517	0.5140743865	0.9962141003
518	0.5141816836	0.9961041073
519	0.5143857962	0.9958948329
520	0.5145095246	0.995767954
521	0.5146134897	0.9956613292
522	0.5149198535	0.9953470614
523	0.5151649242	0.9950955965
524	0.5153275405	0.9949287023
525	0.5157069215	0.9945392322
526	0.5159855501	0.9942530965
527	0.5163096621	0.9939201486
528	0.516531138	0.9936925706
529	0.5168398521	0.9933752638
530	0.5170962299	0.9931116729
531	0.5173111553	0.9928906468
532	0.517543792	0.9926513512
533	0.5179607341	0.9922223303
534	0.5183254153	0.9918469322
535	0.5186371549	0.9915259187
536	0.5186564673	0.9915060284
537	0.5190561998	0.991094244
538	0.5195752006	0.9905593401
539	0.5197662455	0.9903623683
540	0.5202089501	0.9899057791
541	0.5203181482	0.9897931239
542	0.5205729459	0.9895302096
543	0.5206853684	0.9894141835
544	0.5209881189	0.9891016613
545	0.521054113	0.989033524
546	0.5212743469	0.988806104
547	0.5215939342	0.9884759958
548	0.5220925784	0.9879607156
549	0.5223875476	0.9876557789
550	0.522696735	0.9873360426
551	0.5231609623	0.986855782
552	0.5233030988	0.9867086898
553	0.5234104362	0.9865975953
554	0.5239555958	0.986033161
555	0.5243667226	0.9856072845
556	0.524552708	0.9854145662
557	0.5248267652	0.9851305191
558	0.5249004911	0.9850540917
559	0.5251262026	0.9848200729
560	0.5252873974	0.9846529113
561	0.5257390692	0.9841843691
562	0.5259108396	0.9840061243
563	0.5262779999	0.9836250167
564	0.5266849692	0.9832024153
565	0.5267989762	0.9830839966
566	0.5269325716	0.9829452133
567	0.5272771308	0.9825871834
568	0.5273814685	0.9824787409
569	0.5277102066	0.9821369913
570	0.5279140675	0.9819250019
571	0.5280593992	0.9817738474
572	0.5281677699	0.9816611196
573	0.5283637159	0.9814572626
574	0.528566184	0.9812465758
575	0.528763351	0.9810413617
576	0.5290659807	0.9807262972
577	0.5292223573	0.9805634555
578	0.5296481156	0.9801199579
579	0.529807523	0.9799538572
580	0.5301358896	0.979611614
581	0.5303455692	0.979393011
582	0.5305267894	0.9792040391
583	0.5306154364	0.979111587
584	0.5309774912	0.9787339004
585	0.5310490919	0.9786591911
586	0.5310907778	0.9786156928
587	0.5315396382	0.9781471937
588	0.5319765982	0.9776909002
589	0.5321551641	0.9775043722
590	0.5324758549	0.9771692928
591	0.5326235919	0.9770148885
592	0.5330124267	0.9766083891
593	0.5331029594	0.9765137193
594	0.5334609358	0.9761392942
595	0.5338408098	0.9757418082
596	0.5339712653	0.9756052672
597	0.5340278907	0.9755459942
598	0.5342843863	0.9752774613
599	0.5344576815	0.9750959916
600	0.5347050864	0.9748368576
601	0.5350738919	0.9744504398
602	0.5353391519	0.9741724177
603	0.5355823898	0.9739174072
604	0.5357321265	0.9737603902
605	0.5359746435	0.9735060281
606	0.5362308739	0.9732372107
607	0.5366425844	0.9728051196
608	0.5368487679	0.9725886575
609	0.5369255304	0.9725080559
610	0.5370473826	0.9723800959
611	0.537393284	0.9720167644
612	0.5375318608	0.9718711666
613	0.5376563071	0.9717403966
614	0.5381366894	0.9712354387
615	0.5381741166	0.9711960858
616	0.5383041203	0.9710593806
617	0.5383776084	0.9709820958
618	0.5387249175	0.9706167599
619	0.5392438918	0.9700705925
620	0.5396538497	0.9696389362
621	0.5398102296	0.9694742287
622	0.5400368562	0.9692354839
623	0.5401781615	0.9690865931
624	0.5403519765	0.968903416
625	0.5405796694	0.9686634065
626	0.5406574148	0.9685814419
627	0.5409171805	0.968307529
628	0.5411506582	0.9680612696
629	0.5413241847	0.9678782027
630	0.5415593306	0.9676300734
631	0.5417701847	0.9674075231
632	0.5418948041	0.9672759669
633	0.5420487002	0.9671134798
634	0.5421829379	0.966971726
635	0.542252488	0.9668982735
636	0.5425653017	0.9665678395
637	0.5427311077	0.9663926481
638	0.5430128222	0.9660949144
639	0.5433472662	0.9657413335
640	0.5434513434	0.9656312746
641	0.5435054115	0.9655740942
642	0.5437271806	0.9653395235
643	0.5438077245	0.965254316
644	0.5441518538	0.9648901769
645	0.5443840448	0.9646444071
646	0.5444225771	0.9646036154
647	0.5446972504	0.9643127857
648	0.5449543848	0.9640404472
649	0.545098206	0.9638880884
650	0.5452467023	0.9637307517
651	0.5453724876	0.9635974579
652	0.5455326523	0.963427706
653	0.545845288	0.9630962699
654	0.5462967006	0.9626175103
655	0.5464063082	0.9625012266
656	0.5466112754	0.9622837373
657	0.5468804266	0.9619980683
658	0.5470838093	0.9617821476
659	0.5472571986	0.9615980312
660	0.5474785804	0.9613629017
661	0.547680108	0.9611488093
662	0.5481402522	0.9606597975
663	0.548509218	0.9602675043
664	0.548595776	0.9601754506
665	0.5488814037	0.9598716252
666	0.5491919367	0.9595411987
667	0.5494426632	0.9592743269
668	0.5496642661	0.9590383923
669	0.5499640714	0.9587191054
670	0.5501942844	0.9584738606
671	0.5503845768	0.9582710958
672	0.5504466664	0.9582049274
673	0.5506892584	0.9579463549
674	0.5511486368	0.9574565242
675	0.5515089845	0.9570721135
676	0.5519034208	0.9566511608
677	0.5520551833	0.9564891465
678	0.5523551489	0.9561688371
679	0.5524285419	0.9560904502
680	0.5524888985	0.9560259819
681	0.5526161816	0.9558900137
682	0.5530469281	0.9554297317
683	0.5532690191	0.9551923257
684	0.5534902226	0.9549558097
685	0.5536753266	0.954757847
686	0.554092312	0.9543117446
687	0.5544462335	0.9539329458
688	0.5545041992	0.9538708915
689	0.5547462569	0.953611716
690	0.5551619177	0.9531664962
691	0.5552245984	0.95309934
692	0.5553962509	0.952915407
693	0.5555311014	0.9527708841
694	0.5556954889	0.952594676
695	0.555843891	0.9524355747
696	0.5560127952	0.9522544608
697	0.5563601186	0.951881922
698	0.5564536898	0.9517815327
699	0.556499804	0.9517320544
700	0.5567421103	0.9514720295
701	0.5569993837	0.9511958653
702	0.5572493072	0.9509275138
703	0.5574079103	0.9507571768
704	0.5576634941	0.9504826201
705	0.5581420952	0.9499682774
706	0.5583994747	0.9496915618
707	0.5586523186	0.949419644
708	0.5586891399	0.9493800385
709	0.5587241456	0.9493423843
710	0.5587801649	0.9492821237
711	0.5589864458	0.9490601916
712	0.5592500118	0.9487765525
713	0.559308648	0.948713439
714	0.5596903535	0.9483024852
715	0.5599075912	0.948068522
716	0.5602641385	0.9476843984
717	0.5605220271	0.947406467
718	0.5607602964	0.9471496072
719	0.5608057922	0.9471005537
720	0.5611610042	0.9467174777
721	0.5613174434	0.9465487177
722	0.5618936425	0.9459268788
723	0.5624031652	0.9453766569
724	0.5626697956	0.9450886012
725	0.5630641261	0.9446624229
726	0.5631147936	0.9446076493
727	0.5632953905	0.944412391
728	0.5633975642	0.9443019048
729	0.5635112072	0.9441790009
730	0.5636270202	0.9440537336
731	0.5637488531	0.9439219372
732	0.5638447935	0.9438181378
733	0.5639135401	0.9437437527
734	0.5641623825	0.9434744518
735	0.5642326575	0.9433983853
736	0.5644849871	0.9431252099
737	0.5645999168	0.9430007593
738	0.5646438461	0.9429531865
739	0.5647879585	0.9427971044
740	0.5649891458	0.9425791639
741	0.5652608762	0.942284726
742	0.5654419874	0.9420884287
743	0.5656915403	0.9418178842
744	0.5658800627	0.9416134523
745	0.5660069491	0.9414758328
746	0.5662826286	0.9411767649
747	0.5665679553	0.9408671312
748	0.5666397079	0.9407892499
749	0.5667002959	0.9407234819
750	0.5669900092	0.9404089355
751	0.5671189135	0.9402689482
752	0.5675772902	0.9397709921
753	0.5676205963	0.939723933
754	0.5678531165	0.9394712219
755	0.56792891	0.9393888322
756	0.5681310793	0.939169033
757	0.5685362109	0.9387284174
758	0.5685985701	0.938660578
759	0.5689180149	0.9383129833
760	0.5689849544	0.9382401286
761	0.5691423233	0.9380688315
762	0.5692652032	0.937935054
763	0.5693221132	0.9378730906
764	0.5694217617	0.9377645837
765	0.5694926554	0.9376873802
766	0.5695513384	0.9376234693
767	0.569606002	0.937563932
768	0.5698035801	0.9373487067
769	0.569860586	0.9372865999
770	0.5700699158	0.9370585043
771	0.5701785996	0.9369400554
772	0.5702400097	0.936873121
773	0.5703500045	0.9367532194
774	0.5706175246	0.9364615409
775	0.5709093725	0.9361432341
776	0.5711724405	0.9358562235
777	0.5712557915	0.9357652681
778	0.5714597317	0.9355426846
779	0.5715719785	0.935420154
780	0.5719190438	0.9350411899
781	0.5719804897	0.9349740805
782	0.5721470847	0.9347921061
783	0.5723595678	0.934559956
784	0.5724061342	0.9345090718
785	0.5726046961	0.9342920675
786	0.5726798921	0.9342098742
787	0.5727459345	0.9341376802
788	0.5728041998	0.9340739831
789	0.5729772952	0.9338847253
790	0.5731248581	0.9337233537
791	0.5732461091	0.9335907354
792	0.5733125597	0.9335180471
793	0.5733776965	0.9334467903
794	0.5734397647	0.9333788855
795	0.5734783941	0.933336621
796	0.5735246107	0.9332860529
797	0.5735732279	0.9332328551
798	0.5737329514	0.9330580617
799	0.5737912052	0.9329943035
