iter	Passed	Remaining
230	440	1083
231	441	1081
232	443	1079
233	444	1076
234	446	1073
235	448	1072
236	450	1069
237	451	1067
238	453	1064
239	455	1061
240	456	1058
241	457	1055
242	459	1053
243	461	1050
244	462	1047
245	464	1045
246	465	1042
247	467	1039
248	468	1037
249	470	1034
250	471	1031
251	473	1029
252	474	1026
253	477	1025
254	478	1022
255	479	1019
256	481	1017
257	483	1015
258	484	1012
259	486	1009
260	487	1006
261	489	1004
262	490	1001
263	491	998
264	493	995
265	494	992
266	496	991
267	498	988
268	499	985
269	500	982
270	502	980
271	504	978
272	505	975
273	507	973
274	508	970
275	510	968
276	511	965
277	512	963
278	514	960
279	515	957
280	517	954
281	517	951
282	519	948
283	520	946
284	522	943
285	523	941
286	525	938
287	526	936
288	528	933
289	529	931
290	531	928
291	532	926
292	534	924
293	535	921
294	537	919
295	538	916
296	539	914
297	541	912
298	542	908
299	543	906
300	545	903
301	546	901
302	547	898
303	549	896
304	550	893
305	552	891
306	553	889
307	554	885
308	555	882
309	557	880
310	558	877
311	559	875
312	561	873
313	562	870
314	564	868
315	565	866
316	566	863
317	568	861
318	569	859
319	571	856
320	572	854
321	573	851
322	575	849
323	576	847
324	578	846
325	580	843
326	581	841
327	583	840
328	585	837
329	586	836
330	588	833
331	589	831
332	591	829
333	592	826
334	593	824
335	595	821
336	596	819
337	598	817
338	599	815
339	600	812
340	602	810
341	603	808
342	605	806
343	607	805
344	609	803
345	610	801
346	612	799
347	613	797
348	615	795
349	616	792
350	618	790
351	619	788
352	621	786
353	622	784
354	623	781
355	625	779
356	626	777
357	628	775
358	629	773
359	631	771
360	632	769
361	634	767
362	635	765
363	637	763
364	638	760
365	639	758
366	641	756
367	642	754
368	644	752
369	646	750
370	647	748
371	649	746
372	650	744
373	652	742
374	653	740
375	655	739
376	656	737
377	658	734
378	659	732
379	661	730
380	662	728
381	663	726
382	665	724
383	666	722
384	668	720
385	669	718
386	671	716
387	672	714
388	673	711
389	675	710
390	677	708
391	678	706
392	679	704
393	681	702
394	682	700
395	684	698
396	686	696
397	687	694
398	689	692
399	690	690
400	692	689
401	694	687
402	695	685
403	697	683
404	698	681
405	701	681
406	703	678
407	704	677
408	706	675
409	707	673
410	709	671
411	710	669
412	712	667
413	713	665
414	715	663
415	716	661
416	718	659
417	719	657
418	721	655
419	722	654
420	724	652
421	725	650
422	726	647
423	728	645
424	730	644
425	731	642
426	732	640
427	734	638
428	735	636
429	737	634
430	738	632
431	741	631
432	742	629
433	743	627
434	745	625
435	746	623
436	748	621
437	749	619
438	750	617
439	752	615
440	753	613
441	755	611
442	756	609
443	758	608
444	759	606
445	761	604
446	762	602
447	764	600
448	765	598
449	767	596
450	768	594
451	770	593
452	772	591
453	774	589
454	775	588
455	776	586
456	778	584
457	780	582
458	781	580
459	783	579
460	784	577
461	786	575
462	787	573
463	789	571
464	790	569
465	792	567
466	793	565
467	795	564
468	797	562
469	799	561
470	800	559
471	801	557
472	803	555
473	804	553
474	806	551
475	807	549
476	809	547
477	810	546
478	812	544
479	813	542
480	815	540
481	816	538
482	817	536
483	819	535
484	820	533
485	822	531
486	823	529
487	825	527
488	826	525
489	828	523
490	829	522
491	831	520
492	832	518
493	833	516
494	835	514
495	836	512
496	838	511
497	839	509
498	841	507
499	842	505
500	844	503
501	845	501
502	846	500
503	848	498
504	849	496
505	851	494
506	852	492
507	853	490
508	855	489
509	856	487
510	858	485
511	859	483
512	861	482
513	863	480
514	864	478
515	866	476
516	867	474
517	868	473
518	870	471
519	872	469
520	873	467
521	875	466
522	876	464
523	877	462
524	879	460
525	880	458
526	882	456
527	883	455
528	885	453
529	886	451
530	888	449
531	889	448
532	891	446
533	893	444
534	894	443
535	896	441
536	898	439
537	899	438
538	901	436
539	902	434
540	904	432
541	905	431
542	907	429
543	910	428
544	911	426
545	912	424
546	914	422
547	915	421
548	917	419
549	918	417
550	920	415
551	921	413
552	922	412
553	924	410
554	925	408
555	927	406
556	928	405
557	929	403
558	931	401
559	932	399
560	934	397
561	935	396
562	937	394
563	938	392
564	939	390
565	941	389
566	942	387
567	944	385
568	945	383
569	947	382
570	948	380
571	949	378
572	951	376
573	952	375
574	954	373
575	955	371
576	956	369
577	958	368
578	960	366
579	961	364
580	963	363
581	964	361
582	966	359
583	967	357
584	969	356
585	970	354
586	972	352
587	973	350
588	974	349
589	976	347
590	977	345
591	979	344
592	980	342
593	982	340
594	983	338
595	984	337
596	986	335
597	987	333
598	989	331
599	990	330
600	992	328
601	993	326
602	995	325
603	996	323
604	998	321
605	999	320
606	1000	318
607	1002	316
608	1003	314
609	1005	313
610	1006	311
611	1008	309
612	1009	307
613	1010	306
614	1012	304
615	1013	302
616	1015	301
617	1016	299
618	1018	297
619	1019	296
620	1021	294
621	1022	292
622	1023	290
623	1025	289
624	1027	287
625	1028	285
626	1030	284
627	1031	282
628	1033	280
629	1034	279
630	1036	277
631	1037	275
632	1039	274
633	1040	272
634	1042	270
635	1043	269
636	1045	267
637	1046	265
638	1047	264
639	1049	262
640	1050	260
641	1052	258
642	1053	257
643	1055	255
644	1056	253
645	1058	252
646	1059	250
647	1061	249
648	1063	247
649	1064	245
650	1066	244
651	1067	242
652	1069	240
653	1070	239
654	1072	237
655	1073	235
656	1074	233
657	1076	232
658	1077	230
659	1079	228
660	1080	227
661	1082	225
662	1083	223
663	1085	222
664	1086	220
665	1087	218
666	1089	217
667	1090	215
668	1091	213
669	1093	212
670	1094	210
671	1096	208
672	1097	207
673	1099	205
674	1100	203
675	1102	202
676	1103	200
677	1105	198
678	1106	197
679	1108	195
680	1109	193
681	1110	192
682	1112	190
683	1113	188
684	1115	187
685	1116	185
686	1117	183
687	1119	182
688	1120	180
689	1122	178
690	1123	177
691	1125	175
692	1126	173
693	1128	172
694	1129	170
695	1131	169
696	1132	167
697	1134	165
698	1135	164
699	1136	162
700	1138	160
701	1139	159
702	1141	157
703	1142	155
704	1144	154
705	1145	152
706	1147	150
707	1148	149
708	1149	147
709	1151	145
710	1152	144
711	1153	142
712	1155	140
713	1156	139
714	1158	137
715	1159	136
716	1161	134
717	1162	132
718	1164	131
719	1166	129
720	1167	127
721	1169	126
722	1170	124
723	1172	123
724	1173	121
725	1175	119
726	1176	118
727	1178	116
728	1179	114
729	1181	113
730	1182	111
731	1184	110
732	1186	108
733	1187	106
734	1188	105
735	1190	103
736	1191	101
737	1193	100
738	1194	98
739	1196	97
740	1197	95
741	1199	93
742	1200	92
743	1202	90
744	1203	88
745	1205	87
746	1206	85
747	1208	83
748	1209	82
749	1211	80
750	1212	79
751	1213	77
752	1215	75
753	1216	74
754	1218	72
755	1219	70
756	1220	69
757	1222	67
758	1223	66
759	1225	64
760	1227	62
761	1229	61
762	1230	59
763	1231	58
764	1233	56
765	1234	54
766	1236	53
767	1237	51
768	1239	49
769	1240	48
770	1242	46
771	1243	45
772	1245	43
773	1246	41
774	1247	40
775	1249	38
776	1250	37
777	1251	35
778	1253	33
779	1254	32
780	1256	30
781	1257	28
782	1259	27
783	1260	25
784	1262	24
785	1263	22
786	1265	20
787	1267	19
788	1268	17
789	1270	16
790	1271	14
791	1273	12
792	1274	11
793	1275	9
794	1277	8
795	1278	6
796	1279	4
797	1281	3
798	1283	1
799	1284	0
