iter	R2	RMSE
271	0.5554675083	0.7012320961
272	0.5558009645	0.7009690398
273	0.5569209681	0.7000847703
274	0.5572546186	0.6998211293
275	0.5578499368	0.6993504791
276	0.5597190869	0.6978706925
277	0.5600151189	0.6976360392
278	0.5614516241	0.6964962533
279	0.5620133071	0.6960500819
280	0.562509713	0.6956555251
281	0.5635902914	0.6947958773
282	0.5642505851	0.6942700606
283	0.5644414643	0.6941179821
284	0.5647118102	0.6939025334
285	0.5651693023	0.6935377884
286	0.5664685605	0.6925008805
287	0.5672197989	0.6919006255
288	0.5680463987	0.6912395529
289	0.568273281	0.6910579933
290	0.5694536459	0.6901126512
291	0.5700953654	0.6895981609
292	0.5719326848	0.6881229864
293	0.5722912442	0.6878347319
294	0.5732733174	0.6870446004
295	0.5736278857	0.6867591076
296	0.57392643	0.6865186323
297	0.5741025826	0.6863767031
298	0.5744711666	0.6860796336
299	0.5747362933	0.6858658686
300	0.5753492975	0.6853713634
301	0.5762183123	0.6846697245
302	0.5763842718	0.6845356477
303	0.5765269543	0.6844203551
304	0.5770231142	0.6840192889
305	0.5772535391	0.6838329471
306	0.5781041921	0.6831445942
307	0.5783374136	0.682955749
308	0.578517938	0.682809538
309	0.5799538279	0.6816454603
310	0.5802134642	0.6814347605
311	0.5817876441	0.6801558862
312	0.5830020657	0.6791676365
313	0.5832255475	0.6789856188
314	0.5834528948	0.6788004028
315	0.5840460434	0.6783169366
316	0.5841850482	0.6782035861
317	0.5852086645	0.677368301
318	0.5853696091	0.6772368743
319	0.5860998915	0.6766402078
320	0.5868818726	0.6760007177
321	0.5885467329	0.6746372058
322	0.5887360653	0.6744819691
323	0.5890045124	0.6742618036
324	0.5907524132	0.6728265098
325	0.5913555177	0.6723305579
326	0.5929025318	0.6710567231
327	0.5938851411	0.6702463705
328	0.5941147235	0.6700568939
329	0.5947304813	0.6695484382
330	0.5957467958	0.6687083813
331	0.5958681276	0.6686080213
332	0.5959904975	0.6685067874
333	0.5961506428	0.6683742796
334	0.5962851554	0.6682629606
335	0.5970299146	0.6676462818
336	0.5986223871	0.6663257609
337	0.5989100369	0.6660869549
338	0.6001270385	0.6650756546
339	0.6015347927	0.6639039218
340	0.6031359828	0.6625686654
341	0.6045435739	0.6613926276
342	0.605500246	0.6605921361
343	0.6056637376	0.6604552381
344	0.6065885259	0.6596803413
345	0.6080544383	0.6584501584
346	0.6092711951	0.6574273168
347	0.6094641003	0.6572650088
348	0.6101664645	0.6566737096
349	0.6114166655	0.6556198837
350	0.6116186793	0.6554494421
351	0.6135763958	0.6537953908
352	0.6146968946	0.6528468089
353	0.6154113542	0.652241248
354	0.6161010015	0.6516561835
355	0.6174622466	0.6504998227
356	0.618727024	0.6494235647
357	0.6198620201	0.6484562229
358	0.6199860916	0.6483503909
359	0.6206375806	0.6477943924
360	0.6207367164	0.6477097453
361	0.6208502819	0.6476127639
362	0.6220598526	0.6465789253
363	0.6237012557	0.6451733438
364	0.6238274946	0.6450651148
365	0.6239409298	0.6449678475
366	0.6241202322	0.644814071
367	0.6248778679	0.6441638889
368	0.6264931314	0.6427755185
369	0.626755238	0.6425499466
370	0.6268631612	0.6424570437
371	0.6282696718	0.6412450543
372	0.6291708574	0.6404672977
373	0.6293381122	0.6403228466
374	0.6301117392	0.6396542727
375	0.6314858059	0.6384650684
376	0.6317677019	0.6382208238
377	0.6329171133	0.6372239645
378	0.6330927417	0.6370715084
379	0.6331970961	0.6369809051
380	0.6332850034	0.6369045717
381	0.6341964004	0.6361126297
382	0.6351986168	0.6352406321
383	0.6352966605	0.635155263
384	0.6354560219	0.6350164785
385	0.6365059736	0.6341013388
386	0.6373738898	0.6333438631
387	0.6374599744	0.6332686832
388	0.6375420878	0.6331969631
389	0.6388839991	0.6320237482
390	0.6389797746	0.6319399297
391	0.6394505184	0.6315277938
392	0.6397655107	0.6312518679
393	0.6405757659	0.6305415486
394	0.6418654185	0.6294093067
395	0.642851382	0.628542311
396	0.6432581405	0.6281842839
397	0.6449050506	0.6267325902
398	0.6461799097	0.6256065334
399	0.6464029352	0.6254093312
400	0.6467768641	0.6250785585
401	0.6475345025	0.6244078242
402	0.6476183214	0.6243335754
403	0.649040064	0.6230728136
404	0.6491813435	0.6229473914
405	0.6501876555	0.6220532975
406	0.6502915189	0.6219609432
407	0.6510734363	0.6212652291
408	0.6514472622	0.6209323406
409	0.6515274976	0.6208608685
410	0.6517070607	0.6207008873
411	0.6517876669	0.6206290581
412	0.6531047633	0.6194541963
413	0.6540736945	0.6185884764
414	0.6541809331	0.6184925865
415	0.6543610145	0.618331529
416	0.6554873663	0.6173232122
417	0.6566984887	0.6162371676
418	0.6576201669	0.6154093907
419	0.6581883148	0.614898571
420	0.6593895487	0.6138171464
421	0.6600513065	0.6132205768
422	0.6608082286	0.6125375048
423	0.6613571504	0.6120416623
424	0.6615000544	0.6119125108
425	0.6625110501	0.6109980299
426	0.6627318927	0.6107980878
427	0.663837308	0.6097963036
428	0.6641797385	0.6094856414
429	0.6643620646	0.6093201657
430	0.6644354179	0.6092535789
431	0.6649306819	0.6088038104
432	0.6650773231	0.608670576
433	0.665201273	0.6085579357
434	0.6655892958	0.6082051822
435	0.6663366947	0.6075251409
436	0.6673876299	0.6065676292
437	0.6674675583	0.6064947442
438	0.6683186769	0.6057180836
439	0.668457523	0.6055912896
440	0.6690709833	0.6050307608
441	0.6692606245	0.6048573774
442	0.6694093204	0.6047213943
443	0.6704212297	0.6037951852
444	0.6707550166	0.6034893554
445	0.6708246253	0.6034255575
446	0.6716131865	0.6027023513
447	0.672697341	0.6017066313
448	0.6727699992	0.6016398409
449	0.6733118726	0.6011414946
450	0.6742275413	0.6002984388
451	0.6747848316	0.5997847617
452	0.6755493283	0.5990793775
453	0.6764582523	0.5982396512
454	0.6771457777	0.5976036842
455	0.678236231	0.5965936152
456	0.678307368	0.5965276628
457	0.6783756823	0.5964643204
458	0.6784399893	0.5964046876
459	0.6786072594	0.5962495476
460	0.6797362434	0.5952013777
461	0.6805367765	0.5944570279
462	0.6806498831	0.5943517842
463	0.6808004139	0.5942116891
464	0.6808677163	0.5941490418
465	0.6809356209	0.5940858273
466	0.6810044172	0.5940217758
467	0.6810897649	0.5939423048
468	0.6822360081	0.5928739553
469	0.6829976954	0.5921629629
470	0.6840252995	0.5912023974
471	0.6840910905	0.5911408452
472	0.6841456786	0.5910897693
473	0.6843839577	0.5908667696
474	0.6856970058	0.5896364057
475	0.6864571327	0.5889229703
476	0.6868029535	0.5885981056
477	0.6868883504	0.588517856
478	0.6869716642	0.5884395534
479	0.6879072239	0.5875595495
480	0.6886149337	0.5868929886
481	0.6887003608	0.5868124774
482	0.6894192468	0.5861345211
483	0.6900486738	0.585540286
484	0.6910002191	0.5846407958
485	0.6918178394	0.5838667971
486	0.69248317	0.5832362052
487	0.6926095128	0.5831163821
488	0.692760797	0.5829728722
489	0.6929082909	0.5828329238
490	0.6929718468	0.5827726089
491	0.693306767	0.5824546648
492	0.6935129681	0.5822588291
493	0.6946535645	0.5811743764
494	0.6952563137	0.5806004784
495	0.6953225763	0.580537353
496	0.6962979813	0.5796073316
497	0.6964303477	0.579481009
498	0.6972692489	0.5786797701
499	0.6980846564	0.5778999055
500	0.6988051759	0.5772099159
501	0.6996245057	0.5764242993
502	0.7004945968	0.575588836
503	0.7010548738	0.5750502144
504	0.7017735165	0.5743586088
505	0.7023597184	0.5737938438
506	0.703196743	0.5729864637
507	0.7038048808	0.5723991497
508	0.7043071148	0.5719136585
509	0.7053655957	0.5708891116
510	0.7062023569	0.5700778732
511	0.7072186721	0.5690910022
512	0.7078610262	0.5684663745
513	0.7079248287	0.5684042952
514	0.7079822148	0.5683484532
515	0.7087650567	0.5675861271
516	0.7088144896	0.5675379553
517	0.7096995207	0.5666748097
518	0.7105093862	0.5658838174
519	0.7110780847	0.5653277105
520	0.7111585657	0.5652489672
521	0.7112102215	0.565198421
522	0.7120198544	0.5644055875
523	0.7126506082	0.5637871488
524	0.712784561	0.563655724
525	0.7137188378	0.5627382256
526	0.713774045	0.562683963
527	0.7147099886	0.5617632364
528	0.7147730816	0.561701115
529	0.7149118162	0.5615644924
530	0.714968887	0.5615082808
531	0.7157659783	0.5607226004
532	0.7161008356	0.5603922083
533	0.7165171724	0.5599811512
534	0.7175136096	0.5589961229
535	0.7180527863	0.5584623952
536	0.7188506919	0.5576716159
537	0.7198567608	0.5566729315
538	0.7199104836	0.5566195525
539	0.7204718787	0.5560614449
540	0.7214445259	0.555093165
541	0.7220507267	0.5544888308
542	0.7222118513	0.5543280915
543	0.7228942198	0.5536468374
544	0.7230152757	0.5535258917
545	0.7233321521	0.5532091784
546	0.7237429789	0.5527982929
547	0.7238068348	0.5527344005
548	0.7243309066	0.5522097495
549	0.7243856985	0.5521548683
550	0.7249930852	0.5515461254
551	0.7257507155	0.5507858604
552	0.7258875739	0.5506484141
553	0.7261434919	0.5503913047
554	0.7262122275	0.5503222287
555	0.7262904485	0.5502436097
556	0.7265196021	0.5500132255
557	0.7267168678	0.5498148231
558	0.7268573264	0.5496735116
559	0.727595047	0.5489307136
560	0.728270384	0.5482498463
561	0.7287974345	0.5477178917
562	0.7291351873	0.5473767244
563	0.7294408866	0.5470677513
564	0.7300852303	0.5464159347
565	0.73012638	0.5463742814
566	0.7302567023	0.5462423431
567	0.7310512527	0.5454372496
568	0.731108935	0.5453787556
569	0.7313586788	0.5451254252
570	0.7313962051	0.5450873497
571	0.7319892666	0.5444852567
572	0.7326202824	0.5438438994
573	0.7328972838	0.5435621193
574	0.733042314	0.5434145289
575	0.7333862175	0.543064394
576	0.7334338806	0.5430158494
577	0.7339306708	0.5425096134
578	0.7347219451	0.5417023172
579	0.7347659828	0.5416573524
580	0.7354647994	0.5409433248
581	0.7360980281	0.5402954978
582	0.7362249539	0.5401655525
583	0.7363045637	0.5400840328
584	0.7368296807	0.5395460093
585	0.7368653043	0.5395094907
586	0.7370953543	0.5392736015
587	0.7375924667	0.5387635184
588	0.7376615061	0.5386926394
589	0.7379584863	0.5383876397
590	0.7380745083	0.5382684378
591	0.7381208999	0.5382207672
592	0.7381569196	0.5381837516
593	0.7382008716	0.538138581
594	0.7382376208	0.5381008099
595	0.7387355264	0.5375887979
596	0.7395075005	0.5367939872
597	0.7395885951	0.5367104254
598	0.7397089058	0.5365864302
599	0.7397715362	0.5365218705
600	0.7398545592	0.536436278
601	0.740515845	0.5357540377
602	0.7407508819	0.5355113436
603	0.7408597283	0.535398914
604	0.7410264973	0.535226609
605	0.7410676596	0.5351840718
606	0.7412943994	0.5349496976
607	0.7413749004	0.5348664614
608	0.7419130981	0.5343096442
609	0.7420706723	0.5341465087
610	0.7428389874	0.5333503625
611	0.7428984758	0.5332886697
612	0.7429849462	0.5331989823
613	0.7430530874	0.5331282952
614	0.743101541	0.5330780258
615	0.7436852269	0.5324720916
616	0.7437898123	0.5323634469
617	0.7444666384	0.5316598142
618	0.7450474966	0.5310552069
619	0.7453180687	0.530773337
620	0.7459010718	0.5301654812
621	0.7464069262	0.5296374976
622	0.7469888422	0.5290294732
623	0.7476741149	0.5283125577
624	0.748349118	0.5276054335
625	0.7489979916	0.5269247878
626	0.749669232	0.5262197536
627	0.7497074173	0.5261796174
628	0.749915829	0.5259605043
629	0.7507833563	0.5250474487
630	0.750828976	0.5249993909
631	0.7512145081	0.5245930786
632	0.751300582	0.5245023224
633	0.7520766523	0.5236833243
634	0.7521888114	0.5235648552
635	0.7524605617	0.5232777053
636	0.7528871807	0.5228265923
637	0.7532748223	0.5224163569
638	0.7537160223	0.521949049
639	0.7537557805	0.5219069176
640	0.7541454456	0.5214938126
641	0.7547530442	0.5208490108
642	0.7552158816	0.5203572978
643	0.7557724382	0.5197654025
644	0.7558726584	0.5196587472
645	0.7559029559	0.5196265
646	0.7561978316	0.5193125439
647	0.7563954625	0.5191020187
648	0.7570159596	0.518440482
649	0.7572172864	0.518225658
650	0.7576177548	0.5177980768
651	0.7579688891	0.517422879
652	0.7582966265	0.5170724359
653	0.7589569098	0.5163656858
654	0.759006433	0.5163126384
655	0.759367658	0.5159255431
656	0.7595774219	0.5157006229
657	0.7599551344	0.5152953716
658	0.7603550203	0.5148659826
659	0.7603882072	0.5148303311
660	0.7606285256	0.5145720921
661	0.7611613516	0.5139990703
662	0.7616319269	0.5134924636
663	0.7622460512	0.5128305638
664	0.7622832934	0.5127903968
665	0.7626997017	0.5123410725
666	0.7628076343	0.5122245438
667	0.7629836384	0.5120344654
668	0.7634553622	0.5115246711
669	0.7635214888	0.5114531672
670	0.7641135288	0.5108125371
671	0.7645866974	0.5102999562
672	0.7648275855	0.5100388057
673	0.764877749	0.5099844057
674	0.7652494817	0.5095810989
675	0.765733424	0.5090555726
676	0.7660067588	0.508758511
677	0.7667517391	0.5079479808
678	0.7669794732	0.5076999504
679	0.7673391668	0.5073079528
680	0.7675634956	0.5070633236
681	0.7678163524	0.5067874434
682	0.7681197758	0.5064561939
683	0.7681535209	0.5064193407
684	0.7686243889	0.5059048238
685	0.7686898039	0.5058333035
686	0.7690200641	0.505472065
687	0.7690978212	0.5053869768
688	0.7697972616	0.5046209464
689	0.7700648013	0.5043276281
690	0.7704943715	0.5038563096
691	0.7710927807	0.5031990076
692	0.7713903801	0.5028717998
693	0.7718892691	0.5023227979
694	0.7719710236	0.5022327741
695	0.7724234312	0.5017343139
696	0.7727668916	0.5013555602
697	0.7731205733	0.5009652356
698	0.7731505089	0.5009321845
699	0.7735261322	0.5005172845
700	0.77358917	0.5004476214
701	0.7736701031	0.5003581681
702	0.7737033442	0.500321423
703	0.773731749	0.5002900217
704	0.7737719121	0.5002456184
705	0.7743081894	0.4996523466
706	0.7743426003	0.4996142545
707	0.7747230687	0.4991928909
708	0.7747968664	0.4991111197
709	0.7750939952	0.4987817521
710	0.775359083	0.4984877183
711	0.7756665943	0.4981464112
712	0.7760974508	0.4976678093
713	0.7763986033	0.4973330111
714	0.7767506182	0.4969413821
715	0.7771527819	0.4964935827
716	0.7775668608	0.4960320937
717	0.7778059876	0.4957653923
718	0.778239015	0.4952820654
719	0.778700035	0.4947669753
720	0.7789708273	0.4944641735
721	0.7793090502	0.4940857095
722	0.7796329247	0.4937230292
723	0.7799009663	0.49342267
724	0.7799946819	0.4933176119
725	0.7800269798	0.4932813998
726	0.780054569	0.493250465
727	0.7800812819	0.4932205109
728	0.7803731829	0.4928930732
729	0.7803997453	0.4928632663
730	0.7804663867	0.4927884767
731	0.7805019067	0.4927486091
732	0.7805828174	0.492657783
733	0.7810770814	0.4921025842
734	0.7811202476	0.4920540667
735	0.7812638105	0.4918926713
736	0.7816591671	0.4914479325
737	0.7820351358	0.4910246296
738	0.7822314283	0.4908034789
739	0.7822537459	0.4907783287
740	0.7826792699	0.4902985499
741	0.7827804209	0.4901844329
742	0.7828493477	0.4901066555
743	0.7831179032	0.4898034984
744	0.7831462579	0.4897714794
745	0.7832798146	0.489620635
746	0.7836576909	0.4891935941
747	0.783912054	0.4889059264
748	0.7841185992	0.488672213
749	0.7844453634	0.4883022388
750	0.7844732067	0.4882707007
751	0.7849952425	0.4876790125
752	0.7850465964	0.487620768
753	0.7853106577	0.4873211651
754	0.7853377513	0.4872904143
755	0.7857239709	0.4868518513
756	0.7860606574	0.486469212
757	0.7863124855	0.4861828161
758	0.7864855721	0.4859858725
759	0.7865541954	0.4859077685
760	0.7868276936	0.4855963605
761	0.7871988286	0.4851734624
762	0.7874118456	0.4849305688
763	0.7874968775	0.4848335769
764	0.7879311445	0.4843379256
765	0.7879900118	0.4842706982
766	0.788526429	0.4836576713
767	0.7889446466	0.4831791854
768	0.7890280593	0.4830836956
769	0.789366658	0.4826958781
770	0.7893867203	0.4826728899
771	0.7896952656	0.4823192059
772	0.7898973428	0.4820874253
773	0.7902150198	0.4817228272
774	0.7905837557	0.4812992826
775	0.7906095045	0.4812696926
776	0.7906347029	0.4812407334
777	0.7908790397	0.4809598388
778	0.7912818042	0.480496454
779	0.7916121026	0.4801161086
780	0.7917698753	0.4799343236
781	0.7920838255	0.4795723867
782	0.7924254815	0.4791781987
783	0.7927540149	0.4787988449
784	0.7931030028	0.4783955429
785	0.7933721868	0.4780842326
786	0.793441827	0.478003661
787	0.7938115507	0.477575674
788	0.7941089033	0.4772311842
789	0.7941359711	0.4771998132
790	0.7942982046	0.4770117448
791	0.7944759227	0.4768056408
792	0.7948332131	0.4763910125
793	0.7948572029	0.4763631599
794	0.7948862492	0.4763294344
795	0.7949315528	0.4762768279
796	0.7949546613	0.4762499921
797	0.7950193198	0.4761748964
798	0.7954056949	0.4757259055
799	0.7954600816	0.475662671
