iter	R2	RMSE
151	0.6142350969	0.872554792
152	0.6152714878	0.8713819066
153	0.6167148645	0.8697457994
154	0.617841119	0.868467018
155	0.6194268106	0.8666633803
156	0.6201832077	0.8658016962
157	0.6215544594	0.8642373821
158	0.6226789598	0.8629524439
159	0.6239571448	0.8614895669
160	0.62508102	0.8602012413
161	0.62651357	0.8585562716
162	0.6278812601	0.8569828331
163	0.628615032	0.8561374843
164	0.6291603013	0.8555087608
165	0.63039606	0.8540821543
166	0.6308256871	0.8535856181
167	0.6324594358	0.8516947895
168	0.6327396124	0.8513701037
169	0.6341548352	0.8497281604
170	0.6351328528	0.8485916069
171	0.6360923497	0.847475095
172	0.6366563231	0.8468181444
173	0.6377215977	0.8455758549
174	0.638346422	0.8448463547
175	0.6392657206	0.8437719008
176	0.6403155325	0.8425432301
177	0.6409206926	0.8418341529
178	0.6417781394	0.8408284426
179	0.6427616788	0.8396733536
180	0.6435100324	0.838793406
181	0.6441184399	0.8380773323
182	0.6447453219	0.8373388744
183	0.6451086159	0.836910621
184	0.6463261449	0.8354737893
185	0.6476246201	0.8339387033
186	0.6492889551	0.8319669479
187	0.6496868204	0.8314949002
188	0.6507894149	0.830185323
189	0.6514609631	0.8293866964
190	0.6526283717	0.8279965432
191	0.653605829	0.8268307868
192	0.6545474466	0.8257062179
193	0.6558002708	0.8242075977
194	0.6563653235	0.823530793
195	0.6571573523	0.8225811851
196	0.6578220361	0.8217834115
197	0.6584176598	0.8210678674
198	0.6589071411	0.8204793688
199	0.6591972626	0.8201303593
200	0.6601463061	0.8189876425
201	0.6617255303	0.8170826005
202	0.6625368309	0.8161021872
203	0.6636540092	0.8147502064
204	0.6645718668	0.8136377574
205	0.6655429303	0.8124591642
206	0.6665461266	0.8112397729
207	0.6671412747	0.8105154995
208	0.6677453562	0.8097796922
209	0.6691772699	0.8080328595
210	0.6704900795	0.8064280003
211	0.6713867617	0.8053300026
212	0.6723345696	0.8041677711
213	0.6730681716	0.803267051
214	0.6741229587	0.8019702054
215	0.6747114718	0.8012457247
216	0.6750416547	0.8008389707
217	0.6752496614	0.8005826201
218	0.6764217934	0.7991365296
219	0.677142873	0.7982456129
220	0.678088641	0.7970755771
221	0.6796386824	0.7951542547
222	0.6801315479	0.7945423597
223	0.6807389885	0.7937875702
224	0.6809661142	0.7935051655
225	0.6818060742	0.7924598974
226	0.682751823	0.7912813305
227	0.6832297871	0.790685036
228	0.6838005313	0.7899724022
229	0.6842515442	0.7894088104
230	0.6856461117	0.7876635887
231	0.6867958851	0.7862217991
232	0.6876861994	0.7851035465
233	0.6887166469	0.7838072919
234	0.6892050651	0.7831921353
235	0.689982368	0.7822121344
236	0.6904958468	0.7815640812
237	0.6909313496	0.7810140189
238	0.6927517109	0.778710603
239	0.6933193812	0.7779908996
240	0.6935706544	0.7776721179
241	0.6943119889	0.7767308499
242	0.6950253624	0.7758240056
243	0.6952345404	0.7755578963
244	0.6957221738	0.7749371905
245	0.6963188917	0.7741769547
246	0.696650811	0.7737537567
247	0.6968127592	0.7735471882
248	0.698165939	0.7718190169
249	0.6983790967	0.7715464362
250	0.6995257274	0.7700784988
251	0.6997885668	0.7697416126
252	0.7003699978	0.7689958573
253	0.7008258239	0.7684106993
254	0.7010888788	0.7680728047
255	0.7016389516	0.7673657543
256	0.702717796	0.7659771381
257	0.7028724203	0.7657779097
258	0.7030690958	0.7655244249
259	0.7032706285	0.7652645926
260	0.7035462775	0.764909061
261	0.7042286313	0.7640282501
262	0.7044486831	0.7637439814
263	0.7045731509	0.7635831438
264	0.705534535	0.7623396975
265	0.7057647649	0.7620416189
266	0.7062520394	0.7614103597
267	0.7065871723	0.7609758946
268	0.7067968214	0.7607039801
269	0.7084025687	0.7586180966
270	0.7090840182	0.7577311507
271	0.7096379947	0.7570093525
272	0.7105117062	0.7558695579
273	0.7107033107	0.7556193717
274	0.7113106007	0.7548258589
275	0.7115858268	0.7544659613
276	0.7123694886	0.7534402691
277	0.7125139569	0.7532510299
278	0.7126457768	0.7530783174
279	0.7132244869	0.7523196133
280	0.7141325173	0.7511276171
281	0.7152613533	0.7496431204
282	0.7154577606	0.7493845311
283	0.71607646	0.7485693691
284	0.7166543333	0.7478071945
285	0.7169606923	0.747402813
286	0.7178416549	0.7462387573
287	0.7185582107	0.7452905989
288	0.7187242883	0.74507067
289	0.7188687068	0.7448793705
290	0.7190422908	0.7446493729
291	0.7195033338	0.7440381486
292	0.7212212306	0.7417562252
293	0.7225140044	0.7400343629
294	0.7233540209	0.7389133833
295	0.7234891449	0.7387329051
296	0.7236496347	0.7385184898
297	0.7241986082	0.737784587
298	0.7243538647	0.7375768978
299	0.724654974	0.737173932
300	0.7253749962	0.7362094528
301	0.725529707	0.7360020508
302	0.72674771	0.7343671754
303	0.7268943002	0.734170168
304	0.7270086784	0.7340164145
305	0.7271458176	0.7338320221
306	0.7273336238	0.7335794294
307	0.7274317236	0.7334474541
308	0.7275561812	0.733279985
309	0.727835949	0.7329033921
310	0.7279687524	0.732724559
311	0.7285009813	0.7320074205
312	0.7285909973	0.7318860612
313	0.7294853519	0.7306792004
314	0.7300437867	0.7299246248
315	0.7314242027	0.7280560051
316	0.7315172824	0.7279298337
317	0.7317177571	0.7276580123
318	0.7318498237	0.727478889
319	0.7328081705	0.7261777504
320	0.7329518966	0.7259824137
321	0.7335866043	0.7251191597
322	0.7338354432	0.7247804379
323	0.7339207715	0.7246642518
324	0.7340345177	0.7245093419
325	0.7345861574	0.7237575985
326	0.7352660873	0.7228299528
327	0.7361085459	0.7216789112
328	0.7374403532	0.7198555232
329	0.7375523529	0.7197019729
330	0.7385030298	0.7183972847
331	0.7393581241	0.7172217444
332	0.7394884355	0.7170424297
333	0.7395945895	0.7168963236
334	0.7403793923	0.715815227
335	0.7410136198	0.7149403594
336	0.741473731	0.7143050011
337	0.7421038622	0.7134339474
338	0.7425683858	0.7127911378
339	0.7439662494	0.7108532618
340	0.744267147	0.7104354323
341	0.7443616051	0.7103042161
342	0.745378604	0.7088899166
343	0.7459238198	0.7081305439
344	0.7460069713	0.7080146594
345	0.7463763366	0.7074996626
346	0.7469860724	0.7066487021
347	0.748050749	0.7051603543
348	0.7489147591	0.7039502119
349	0.7490430938	0.7037702875
350	0.7491419521	0.7036316573
351	0.7502929726	0.7020155528
352	0.7510021919	0.7010179098
353	0.7516786496	0.7000650269
354	0.7521073978	0.6994604044
355	0.7535057748	0.6974847653
356	0.7535995599	0.6973520648
357	0.7537928044	0.6970785549
358	0.7539770978	0.6968176141
359	0.755346663	0.6948753781
360	0.7555776713	0.6945472406
361	0.7558764236	0.6941226455
362	0.7563881738	0.6933947278
363	0.757544501	0.6917471377
364	0.758181538	0.6908377782
365	0.7591289462	0.6894831512
366	0.7596742341	0.6887022772
367	0.7608094714	0.6870737253
368	0.7610989512	0.6866578347
369	0.7614946836	0.6860888849
370	0.7624608089	0.6846978877
371	0.7633744183	0.6833798966
372	0.764025776	0.6824386808
373	0.7650504783	0.6809553465
374	0.765445361	0.6803828606
375	0.7667159879	0.6785374766
376	0.7673965711	0.6775469705
377	0.7679594164	0.6767267223
378	0.7688680108	0.6754005033
379	0.7698996866	0.6738914659
380	0.7703832012	0.6731830625
381	0.7705940534	0.6728739067
382	0.7708055253	0.6725636996
383	0.7713029493	0.6718334659
384	0.771620129	0.6713674216
385	0.7724809606	0.6701009354
386	0.7735669513	0.6684997643
387	0.7737317094	0.6682565118
388	0.774478212	0.6671532477
389	0.7752737389	0.6659755184
390	0.7756645545	0.665396176
391	0.7758053448	0.665187346
392	0.7764499495	0.6642303839
393	0.7765488787	0.6640833943
394	0.7766504402	0.6639324597
395	0.7771456777	0.6631959759
396	0.7779512017	0.6619963045
397	0.7785106336	0.6611618587
398	0.7791394821	0.6602226123
399	0.7801383113	0.6587280108
400	0.7802277197	0.6585940588
401	0.7816070148	0.6565241314
402	0.7821001166	0.6557825413
403	0.7825729832	0.655070595
404	0.7826334024	0.6549795722
405	0.7837428891	0.6533058541
406	0.7843555387	0.6523798004
407	0.7851562966	0.6511674248
408	0.7857293026	0.6502984863
409	0.7864319812	0.6492313172
410	0.7866065645	0.6489659026
411	0.7874403004	0.6476968954
412	0.7882284575	0.6464949718
413	0.7889138484	0.6454479453
414	0.7892969833	0.6448619145
415	0.7897446843	0.6441764501
416	0.7898156973	0.6440676566
417	0.7905716284	0.6429084138
418	0.7906528219	0.6427837768
419	0.7909494133	0.6423282854
420	0.791494772	0.6414899043
421	0.7916086455	0.641314708
422	0.791741181	0.6411107397
423	0.7922970202	0.6402546113
424	0.7924120844	0.6400772412
425	0.7933212438	0.6386740507
426	0.7933979831	0.6385554707
427	0.7939040033	0.6377729998
428	0.7943185222	0.6371313037
429	0.7947895184	0.6364013926
430	0.7951893618	0.6357810904
431	0.7955492821	0.6352222057
432	0.795851054	0.6347532344
433	0.795953008	0.6345947136
434	0.7967187887	0.6334027891
435	0.7970092056	0.6329501732
436	0.7971806938	0.6326827561
437	0.7972476524	0.6325783108
438	0.7978465129	0.6316434109
439	0.7987286353	0.6302637761
440	0.7992456004	0.6294538401
441	0.799312422	0.6293490738
442	0.7997059331	0.6287317526
443	0.8005974902	0.6273308737
444	0.8009197133	0.6268238034
445	0.8013841098	0.6260922775
446	0.8018404556	0.6253725998
447	0.8026212429	0.6241393387
448	0.8027261481	0.6239734541
449	0.8027948981	0.6238647172
450	0.8032196027	0.6231925716
451	0.8038562714	0.6221836078
452	0.8043265239	0.6214373209
453	0.8049623565	0.6204268323
454	0.8056492875	0.6193332836
455	0.8057871022	0.6191136591
456	0.8063538729	0.6182096205
457	0.8066269554	0.6177735628
458	0.8070824071	0.6170456127
459	0.8076037461	0.616211299
460	0.8076526304	0.6161330101
461	0.8078849119	0.6157608721
462	0.8079304338	0.6156879151
463	0.8080961927	0.6154221839
464	0.8086858085	0.614476028
465	0.8091233179	0.6137730147
466	0.8095946039	0.6130148251
467	0.8099684286	0.6124127605
468	0.8100959111	0.6122073078
469	0.8103689383	0.6117670609
470	0.8109013833	0.6109075992
471	0.8112474523	0.6103483329
472	0.8117167337	0.6095891287
473	0.8123695248	0.6085314674
474	0.8126314912	0.6081065085
475	0.8127239144	0.6079565098
476	0.8130701194	0.6073943053
477	0.8138242874	0.6061678017
478	0.8138916863	0.6060580701
479	0.8141673287	0.6056090917
480	0.8142199839	0.6055232868
481	0.8145727607	0.6049481009
482	0.8151597764	0.6039897856
483	0.8157702646	0.6029915353
484	0.8158249236	0.6029020781
485	0.8165604062	0.6016970628
486	0.816916141	0.60111336
487	0.8172216164	0.6006116718
488	0.8179102339	0.5994792019
489	0.8181456209	0.5990916041
490	0.8183740376	0.5987152438
491	0.8189104332	0.5978304977
492	0.8192429031	0.5972814546
493	0.8196354995	0.5966324676
494	0.8202429285	0.5956269552
495	0.8204778224	0.5952376663
496	0.8205634378	0.5950957128
497	0.8207633584	0.5947641053
498	0.8208197376	0.5946705558
499	0.8212565727	0.5939452207
500	0.8219517293	0.5927891301
501	0.8220144279	0.5926847474
502	0.82238577	0.5920661476
503	0.8226086703	0.5916945186
504	0.8230161165	0.5910146029
505	0.8230557707	0.5909483893
506	0.8236424699	0.5899678634
507	0.8240688501	0.5892542481
508	0.8245744098	0.5884069918
509	0.8249090587	0.5878454895
510	0.8249515347	0.5877741813
511	0.8250016468	0.5876900426
512	0.825050884	0.5876073612
513	0.8251246724	0.5874834303
514	0.8254675328	0.586907238
515	0.8255428335	0.5867806161
516	0.8255905802	0.5867003133
517	0.8256389768	0.5866189064
518	0.8262647956	0.5855652101
519	0.826744247	0.5847566692
520	0.826782573	0.5846919885
521	0.8273427595	0.5837457736
522	0.827412346	0.5836281275
523	0.8278717363	0.5828508652
524	0.8281184043	0.5824330889
525	0.8282486307	0.5822124064
526	0.8286651339	0.581506035
527	0.8289226563	0.5810688584
528	0.829153436	0.5806768014
529	0.8295532547	0.5799969475
530	0.8298339845	0.5795191163
531	0.8300448353	0.5791599672
532	0.8301417723	0.5789947765
533	0.8304925535	0.5783966145
534	0.8306580781	0.5781141424
535	0.8311321989	0.5773042779
536	0.8311744999	0.5772319666
537	0.8313178973	0.5769867692
538	0.8315136434	0.5766518917
539	0.8320010156	0.5758172614
540	0.8323482882	0.5752218143
541	0.8327334124	0.5745607438
542	0.8332206539	0.5737232961
543	0.8336596048	0.5729678002
544	0.8336919391	0.5729121088
545	0.8339145735	0.5725285054
546	0.8343496825	0.5717780612
547	0.834387463	0.5717128538
548	0.8346012802	0.5713436742
549	0.8347236601	0.5711322641
550	0.834765464	0.5710600305
551	0.8351578481	0.5703815764
552	0.8356303967	0.5695634408
553	0.8357341939	0.5693835765
554	0.836108267	0.5687348947
555	0.8361378002	0.5686836496
556	0.836512756	0.5680326351
557	0.8368424481	0.5674595923
558	0.8371633587	0.5669012563
559	0.8374872529	0.5663371713
560	0.8375253521	0.5662707819
561	0.8375766721	0.5661813424
562	0.8381279362	0.5652197172
563	0.8382663485	0.5649780136
564	0.838297642	0.5649233527
565	0.8388541676	0.563950376
566	0.839191393	0.5633599854
567	0.8392277369	0.56329632
568	0.8394931547	0.562831157
569	0.840122129	0.561727298
570	0.8404080541	0.5612247777
571	0.840652307	0.5607951405
572	0.840848631	0.5604495707
573	0.8410391875	0.560113949
574	0.8410700317	0.5600596051
575	0.8411105369	0.5599882316
576	0.841184591	0.5598577187
577	0.841290627	0.5596707879
578	0.8413177085	0.559623036
579	0.8417680909	0.5588282923
580	0.8419257805	0.5585497665
581	0.8420006688	0.5584174431
582	0.8421995234	0.5580659263
583	0.8425420439	0.5574599306
584	0.8426995477	0.5571810496
585	0.8429613961	0.5567171041
586	0.8430026972	0.5566438909
587	0.8433731043	0.5559868523
588	0.8434494563	0.5558513204
589	0.8436553965	0.5554855925
590	0.843680395	0.5554411814
591	0.8437671348	0.5552870563
592	0.8438972953	0.5550556982
593	0.8441889389	0.554536956
594	0.8446127604	0.5537822447
595	0.8449276698	0.5532208096
596	0.8451239742	0.5528705406
597	0.8451516086	0.5528212144
598	0.8455323272	0.5521411981
599	0.8457786057	0.5517008641
600	0.8459736561	0.5513518737
601	0.8460240185	0.5512617279
602	0.8461481724	0.5510394364
603	0.8461904284	0.5509637587
604	0.8464896051	0.5504276551
605	0.8469948641	0.5495210788
606	0.8470209985	0.5494741457
607	0.8470643842	0.5493962231
608	0.8472632431	0.5490389229
609	0.8472924244	0.5489864719
610	0.8476949963	0.5482623677
611	0.8481726141	0.5474020365
612	0.8482309326	0.547296895
613	0.8485222945	0.5467713002
614	0.848545436	0.5467295329
615	0.8487497857	0.5463605717
616	0.8491723598	0.5455968065
617	0.8496320191	0.5447647972
618	0.8497028954	0.5446363939
619	0.8497236218	0.5445988392
620	0.8500975367	0.5439208868
621	0.8501272636	0.5438669522
622	0.850172211	0.5437853922
623	0.8503630702	0.5434389293
624	0.8503885036	0.5433927439
625	0.8505691431	0.5430646011
626	0.8505962769	0.5430152939
627	0.8509284587	0.5424112923
628	0.8509525774	0.5423674113
629	0.8511913675	0.5419327715
630	0.8513563254	0.5416323157
631	0.8513845775	0.5415808402
632	0.8515123954	0.5413478947
633	0.8517411728	0.5409307018
634	0.8520118147	0.5404367503
635	0.8520899011	0.5402941498
636	0.8521103186	0.5402568575
637	0.8521305375	0.5402199253
638	0.8523174701	0.5398783516
639	0.852375121	0.5397729651
640	0.8524458158	0.5396437061
641	0.8525782231	0.5394015278
642	0.8527920912	0.5390101248
643	0.8528099302	0.5389774646
644	0.8530755974	0.5384908377
645	0.8532470278	0.5381765922
646	0.853561522	0.5375996221
647	0.8538309246	0.5371048838
648	0.8542214232	0.5363869516
649	0.8544717183	0.535926278
650	0.8546775537	0.5355471364
651	0.8551851848	0.5346109487
652	0.8552131147	0.5345593918
653	0.8553159624	0.5343694992
654	0.8553357637	0.5343329313
655	0.8553825254	0.5342465647
656	0.8555304907	0.5339731876
657	0.8559166511	0.5332590671
658	0.8559532255	0.5331913811
659	0.856175117	0.5327805553
660	0.8563312073	0.5324913688
661	0.8564981365	0.5321819271
662	0.8565499086	0.5320859192
663	0.8566593067	0.5318829904
664	0.8568536195	0.5315223576
665	0.8568749897	0.5314826809
666	0.8571940366	0.5308899734
667	0.8572201173	0.5308414929
668	0.8572605883	0.530766254
669	0.8574886711	0.5303420297
670	0.8575623215	0.5302049706
671	0.8578924177	0.5295902451
672	0.8579437508	0.5294945853
673	0.857974046	0.5294381216
674	0.8581188237	0.5291682048
675	0.8583300264	0.5287742014
676	0.8583666623	0.5287058264
677	0.8584579667	0.5285353828
678	0.8587309957	0.5280253749
679	0.8589161364	0.5276792585
680	0.8589642319	0.5275893079
681	0.8593204196	0.5269226699
682	0.8594087276	0.5267572628
683	0.8594280393	0.5267210836
684	0.8597468875	0.5261233847
685	0.8599825509	0.5256811837
686	0.8599981199	0.5256519568
687	0.8603730129	0.5249476972
688	0.8606169556	0.5244889278
689	0.8608070024	0.5241312394
690	0.8611480887	0.5234886651
691	0.8612814704	0.5232371721
692	0.8614540888	0.5229115182
693	0.8615699615	0.5226928043
694	0.8616885149	0.5224689357
695	0.8617131276	0.5224224466
696	0.8619467268	0.5219810126
697	0.8620265688	0.521830049
698	0.8622527169	0.5214022157
699	0.8625772749	0.5207875935
700	0.8625940165	0.5207558699
701	0.862626289	0.5206947115
702	0.862677472	0.5205977017
703	0.8628044677	0.5203569218
704	0.8628430132	0.5202838189
705	0.8632355561	0.51953876
706	0.8632681025	0.5194769379
707	0.8632849894	0.5194448582
708	0.8634366674	0.5191566301
709	0.8637263519	0.5186057082
710	0.8637667238	0.5185288824
711	0.8640074623	0.5180705324
712	0.8642370497	0.5176330351
713	0.8644599804	0.5172078687
714	0.8644769233	0.5171755414
715	0.8647359022	0.5166811548
716	0.8647685155	0.5166188629
717	0.8650151106	0.5161476199
718	0.865269665	0.5156607148
719	0.8655366329	0.5151495711
720	0.8655589733	0.5151067747
721	0.865584535	0.5150578029
722	0.8657755758	0.5146916544
723	0.8660375969	0.5141890411
724	0.8660643245	0.5141377442
725	0.8661845284	0.5139069796
726	0.8664686961	0.5133610285
727	0.8668297319	0.5126665578
728	0.866994396	0.5123495055
729	0.8672859084	0.5117877316
730	0.8673104421	0.5117404245
731	0.8675525929	0.5112732628
732	0.8677745958	0.5108445955
733	0.8677989979	0.5107974553
734	0.8680800084	0.5102542832
735	0.8682582222	0.5099095094
736	0.868540255	0.50936341
737	0.868573738	0.509298538
738	0.8687573591	0.5089426326
739	0.8687847362	0.5088895473
740	0.8691898402	0.5081033867
741	0.869495823	0.5075087772
742	0.8697381867	0.5070373023
743	0.8698962178	0.5067296451
744	0.8699124577	0.5066980184
745	0.8699341705	0.5066557304
746	0.8703220432	0.5058997108
747	0.8706039604	0.5053495038
748	0.8707524241	0.5050595119
749	0.8709433541	0.5046863263
750	0.8713148812	0.5039593595
751	0.8713441725	0.5039020006
752	0.871356218	0.503878411
753	0.8713842046	0.5038235985
754	0.8715363089	0.5035255931
755	0.8717224293	0.5031607025
756	0.8718115099	0.5029859657
757	0.8720103822	0.5025956466
758	0.8721806354	0.5022612564
759	0.8722358201	0.5021528215
760	0.8724392774	0.5017528372
761	0.8727156879	0.5012089198
762	0.8727322994	0.5011762131
763	0.8729775364	0.5006931125
764	0.8731760206	0.5003017702
765	0.8734053369	0.4998492562
766	0.873509758	0.4996430642
767	0.8735418276	0.499579722
768	0.8735586806	0.4995464315
769	0.8735714454	0.4995212152
770	0.8736323102	0.4994009619
771	0.8738059901	0.4990576553
772	0.8741125257	0.4984511607
773	0.8741350573	0.4984065518
774	0.8743523524	0.4979761377
775	0.8744096311	0.4978626191
776	0.874719048	0.497248949
777	0.874740779	0.4972058212
778	0.8747554056	0.4971767908
779	0.874773209	0.497141453
780	0.8749366186	0.496816985
781	0.8750797894	0.4965325289
782	0.8754203672	0.4958552032
783	0.8755748632	0.4955476432
784	0.8757450014	0.4952087228
785	0.8757599711	0.4951788916
786	0.8760911104	0.4945185464
787	0.8761051384	0.4944905529
788	0.8761566771	0.4943876914
789	0.8764283672	0.4938450944
790	0.876535301	0.4936313717
791	0.876559298	0.4935833974
792	0.8766544349	0.493393156
793	0.8766699062	0.4933622117
794	0.876968231	0.4927651504
795	0.8769808835	0.4927398118
796	0.8770161449	0.4926691889
797	0.8770285365	0.4926443681
798	0.8771586261	0.4923837188
799	0.8772758826	0.4921486636
