iter	Passed	Remaining
496	1300	792
497	1302	789
498	1303	786
499	1305	783
500	1307	780
501	1309	777
502	1311	774
503	1312	770
504	1314	767
505	1315	764
506	1317	761
507	1319	758
508	1321	755
509	1324	752
510	1325	749
511	1327	746
512	1328	743
513	1330	740
514	1332	737
515	1334	734
516	1336	731
517	1337	728
518	1339	725
519	1341	722
520	1342	719
521	1344	715
522	1345	712
523	1348	710
524	1349	706
525	1351	703
526	1352	700
527	1354	697
528	1356	694
529	1357	691
530	1359	688
531	1360	685
532	1362	682
533	1364	679
534	1366	676
535	1367	673
536	1369	670
537	1370	667
538	1373	664
539	1374	661
540	1376	658
541	1377	655
542	1382	654
543	1383	651
544	1385	648
545	1387	645
546	1388	642
547	1390	639
548	1392	636
549	1394	633
550	1396	631
551	1398	628
552	1400	625
553	1403	623
554	1405	620
555	1407	617
556	1409	614
557	1411	612
558	1413	609
559	1415	606
560	1416	603
561	1418	600
562	1420	597
563	1422	595
564	1423	592
565	1425	589
566	1426	586
567	1429	583
568	1431	581
569	1433	578
570	1434	575
571	1436	572
572	1438	569
573	1439	566
574	1441	564
575	1442	561
576	1444	558
577	1446	555
578	1449	553
579	1451	550
580	1452	547
581	1454	544
582	1456	542
583	1458	539
584	1459	536
585	1461	533
586	1463	531
587	1465	528
588	1467	525
589	1469	523
590	1471	520
591	1473	517
592	1474	514
593	1476	512
594	1478	509
595	1479	506
596	1482	504
597	1483	501
598	1485	498
599	1487	495
600	1489	493
601	1493	491
602	1494	488
603	1496	485
604	1498	482
605	1500	480
606	1501	477
607	1503	474
608	1505	472
609	1507	469
610	1508	466
611	1510	464
612	1512	461
613	1513	458
614	1515	455
615	1517	453
616	1519	450
617	1521	447
618	1522	445
619	1524	442
620	1525	439
621	1527	437
622	1529	434
623	1530	431
624	1532	429
625	1533	426
626	1535	423
627	1536	420
628	1538	418
629	1540	415
630	1541	412
631	1543	410
632	1544	407
633	1546	404
634	1547	402
635	1549	399
636	1551	396
637	1552	394
638	1554	391
639	1556	389
640	1559	386
641	1563	384
642	1565	382
643	1567	379
644	1568	377
645	1570	374
646	1572	371
647	1574	369
648	1576	366
649	1578	364
650	1581	361
651	1589	360
652	1615	363
653	1630	364
654	1639	362
655	1646	361
656	1651	359
657	1656	357
658	1661	355
659	1670	354
660	1678	353
661	1708	356
662	1711	353
663	1712	350
664	1714	348
665	1716	345
666	1719	342
667	1722	340
668	1729	338
669	1733	336
670	1738	334
671	1741	331
672	1742	328
673	1744	326
674	1746	323
675	1748	320
676	1749	317
677	1751	315
678	1753	312
679	1754	309
680	1756	306
681	1757	304
682	1759	301
683	1761	298
684	1763	296
685	1764	293
686	1766	290
687	1768	287
688	1769	285
689	1771	282
690	1773	279
691	1774	276
692	1776	274
693	1777	271
694	1779	268
695	1781	266
696	1782	263
697	1784	260
698	1785	258
699	1787	255
700	1788	252
701	1790	249
702	1792	247
703	1793	244
704	1795	241
705	1796	239
706	1798	236
707	1799	233
708	1801	231
709	1803	228
710	1805	225
711	1806	223
712	1808	220
713	1809	217
714	1811	215
715	1812	212
716	1814	210
717	1816	207
718	1817	204
719	1819	202
720	1820	199
721	1822	196
722	1824	194
723	1825	191
724	1827	189
725	1828	186
726	1830	183
727	1831	181
728	1833	178
729	1835	175
730	1836	173
731	1838	170
732	1840	168
733	1841	165
734	1843	162
735	1844	160
736	1846	157
737	1848	155
738	1849	152
739	1851	150
740	1852	147
741	1854	144
742	1856	142
743	1857	139
744	1859	137
745	1860	134
746	1862	132
747	1864	129
748	1865	127
749	1867	124
750	1869	121
751	1870	119
752	1872	116
753	1873	114
754	1875	111
755	1877	109
756	1878	106
757	1880	104
758	1882	101
759	1884	99
760	1885	96
761	1887	94
762	1889	91
763	1890	89
764	1892	86
765	1893	84
766	1895	81
767	1896	79
768	1898	76
769	1900	74
770	1901	71
771	1903	69
772	1904	66
773	1906	64
774	1908	61
775	1909	59
776	1911	56
777	1912	54
778	1914	51
779	1915	49
780	1917	46
781	1919	44
782	1921	41
783	1922	39
784	1924	36
785	1925	34
786	1927	31
787	1928	29
788	1930	26
789	1932	24
790	1933	22
791	1935	19
792	1936	17
793	1939	14
794	1940	12
795	1942	9
796	1944	7
797	1945	4
798	1947	2
799	1949	0
