task,accuracy,f1,precision,recall,roc_auc
clf_ic50nm_median_mi_top99_tuned_stack,0.7133182844243793,0.7152466367713004,0.7104677060133631,0.7200902934537246,0.7597465464792177
clf_cc50nm_median_mi_top99_tuned_stack,0.8702031602708804,0.869762174405436,0.8727272727272727,0.8668171557562077,0.9363691025177198
