task,r2,rmse,mae
reg_log1p_IC50_nM,0.6579363664102544,1.0847071369398278,0.8226976569668946
reg_log1p_CC50_nM,0.7814168959570665,0.4308332992070923,0.435089242630361
reg_si,0.6537213691339105,0.3975190102618146,0.45661714954094784
