,0
fr_piperdine,0.04378515423972007
fr_priamide,0.04007051035126841
SlogP_VSA7,0.03210475860927264
fr_aryl_methyl,0.029783765168144294
fr_imide,0.023136822862966477
fr_alkyl_carbamate,0.022827307910805117
fr_Nhpyrrole,0.022482885733242197
fr_pyridine,0.020053385593372886
fr_Ar_NH,0.019891096889560256
fr_thiophene,0.01964557665030342
fr_nitro_arom,0.01821205333893805
fr_nitro_arom_nonortho,0.016877910237680926
fr_sulfide,0.016510118149086317
fr_nitro,0.016031291984881513
fr_unbrch_alkane,0.010506936761837782
EState_VSA11,0.009697364769794437
fr_furan,0.00912871015015293
fr_sulfonamd,0.008014289377380912
fr_ArN,0.00598552079167447
fr_para_hydroxylation,0.004017991117887698
fr_piperzine,0.0034049394358763863
