MolWt,MaxPartialCharge,BCUT2D_CHGLO
0.2867979342077342,-1.5247067436632935,0.0238304338570515
0.3185752548779773,-1.7256555184238522,-0.2823789723022266
0.7766667694209387,-1.0915043835007043,-0.7719634156844479
0.3973486477596939,-1.5247068141313918,0.025002111554141
0.9335436463904804,-1.3384923550358805,0.0301967578598635
-0.124297508123754,-1.3384923550358805,0.0309479805445681
1.4234124816036848,-0.8022918361406651,-0.7283076776576751
2.733438831258403,-0.0777546853726029,-1.1605944262491017
3.2696338298891843,-0.0439000306172954,-1.1590916112775278
0.949085530408764,-0.8415947838551255,0.0303611060129278
-0.1087556241054705,-0.8415947850064985,0.0311843832500699
-0.1552472944015432,-1.1771812656580511,-1.2654935963612233
0.9808628510790076,-0.8416185688296978,-0.2877692532730966
0.3970018714428552,-0.0774064030019822,-1.1613484642446867
0.5154969151623764,-0.0761547925176661,-1.161837767074007
0.5396766819818971,-1.706199102540564,-0.5070780861764894
0.429125968429937,-1.7256555184242557,-0.2790390406797354
0.6502273955338577,-1.7061991025409688,-0.5011950917924853
0.3995002371800742,0.5679832626932486,-1.1082321456231126
-1.552684919739217,-1.7001273435596558,-1.186412954077402
-1.552684919739217,-1.7511060311524,-1.0721250602853625
-0.3528625073196179,-1.2198093020150729,-1.354037478185511
0.017281804505276,-0.2556024157998018,-0.8635083819286689
0.1274857417403978,-0.2556024157973477,-0.8502426283491115
0.1274857417403978,-0.2556024157973477,-0.8502426283491115
0.1274857417403978,-0.2556024157973477,-0.8502426283491115
0.1274857417403978,-0.2556024157973477,-0.8502426283491115
-0.014495516164967,-0.2556023912639297,-0.4722330401671423
-0.9462992420684544,1.6984245360861012,2.713593861746076
-0.8202066444982109,1.698424626372163,2.7132415248908277
-0.8357485285164946,1.6984245361265535,2.7077278454778515
-0.7096559309462521,1.6984246264150908,2.70229983527961
0.4110069058751522,-0.3715176431225421,0.4260760089398671
0.4110069058751522,-0.3715176431225421,0.4260760089398671
-0.0469663894688862,-0.2211363730252073,0.4294324900355967
