BCUT2D_LOGPHI,BCUT2D_CHGLO,SMR_VSA4,BCUT2D_LOGPLOW,BCUT2D_MRLOW,BCUT2D_MWLOW,AvgIpc,SMR_VSA5,SlogP_VSA5,MaxPartialCharge,BCUT2D_CHGHI,SlogP_VSA4,SlogP_VSA2,MaxAbsEStateIndex,FractionCSP3,VSA_EState7
1.0940593618582353,0.0238304338570515,2.5938659368850514,0.459832249016117,1.0561461396450045,-0.1995438598956232,0.7730355400313481,2.1670077228817304,2.484968418840148,-1.5247067436632935,0.7925085200886618,1.9632923310121368,-0.3599055794025228,-1.7355706436702545,1.2259110221638334,1.879625977484534
1.1810793527666466,-0.2823789723022266,1.7770199073816928,-0.2339997103439239,0.7624692411177519,-0.2239662177454685,0.7730355400313481,2.5755262794548637,2.484968418840148,-1.7256555184238522,0.8761575683126087,1.9632923310121368,-0.3321390013944217,-2.0781991953200856,1.473707045604035,2.044063704776877
1.3129187405818947,-0.7719634156844479,1.7770199073816928,-0.9154915495830812,-3.4252999575673893,-0.2411985040874317,0.9221886024105752,2.5755262794548637,2.484968418840148,-1.0915043835007043,1.192643555724087,1.9632923310121368,1.230328938209566,-2.4818164962357367,1.473707045604035,2.11084646247256
1.0941292213146503,0.025002111554141,2.5938659368850514,0.4609570955961578,1.0562643587139224,-0.1994840750044157,0.8396151486616545,2.3840793783246297,2.72613782174205,-1.5247068141313918,0.792487292944555,1.9632923310121368,-0.3599055794025228,-1.7345833561520791,1.2350886526616185,2.1490558979694665
1.1181381282361578,0.0301967578598635,2.5938659368850514,0.4787170632734751,1.0569720626885035,-0.1997265348656761,1.204843624820519,1.5157927565530276,1.9382230760672607,-1.3384923550358805,0.8045828876397776,1.9632923310121368,-0.910328969723484,-1.7185058542919491,0.1070744314792829,1.0114847312105433
1.0491652002068146,0.0309479805445681,0.815317129166157,0.4789197878773239,1.057031495726149,-0.1996855598299209,0.2407363334821008,0.1623559326249571,0.4345373459971715,-1.3384923550358805,0.7415989631237982,0.4378865282435394,-1.1505094156168003,-1.534620425677944,-0.3470550396739733,0.287670580415768
1.3370508198372115,-0.7283076776576751,1.7770199073816928,-0.9454496017701148,0.5749003988402294,-0.2420096221542962,1.3801209879406386,1.9243113131261615,1.9382230760672607,-0.8022918361406651,1.226446094175565,1.9632923310121368,0.3028762299789958,-2.494716483770064,0.4289454332615603,1.15157129022064
0.7192762059167835,-1.1605944262491017,0.8910313504422948,-0.8280685630993208,-0.2789217941828557,-0.6519821885185932,0.6460046514661751,4.486786744392739,5.426951045657644,-0.0777546853726029,0.5312292127693903,0.9768923282685406,-0.3434641928144344,0.9045298839927856,0.5141564867504858,2.471418806166552
0.7425634586071923,-1.1590916112775278,0.8910313504422948,-0.7397084921620034,-0.2560288325632125,-0.6521393606882543,0.8509175602175925,3.618500122621138,4.639036299982854,-0.0439000306172954,0.5434665285837234,0.9768923282685406,-0.8938875831353958,1.0103225321973963,-0.1065770284108402,1.5104369895905274
1.120109016223548,0.0303611060129278,2.5938659368850514,0.4788860456589268,1.056972199830853,-0.1996604748262671,1.204843624820519,1.2987211011101274,1.5202908072325354,-0.8415947838551255,0.804778978309997,1.9632923310121368,-0.910328969723484,-1.4204334171685913,0.0643671622878843,0.8045942630561069
