MolWt,BCUT2D_CHGLO,VSA_EState8,AvgIpc,BCUT2D_LOGPHI,MaxPartialCharge,BalabanJ,BCUT2D_CHGHI,BCUT2D_LOGPLOW
0.2867979342077342,0.0238304338570515,2.026433424535975,0.7730355400313481,1.0940593618582353,-1.5247067436632935,-1.5170759401372458,0.7925085200886618,0.459832249016117
0.3185752548779773,-0.2823789723022266,2.147161730033444,0.7730355400313481,1.1810793527666466,-1.7256555184238522,-1.7011901340697804,0.8761575683126087,-0.2339997103439239
0.7766667694209387,-0.7719634156844479,2.2551377880019925,0.9221886024105752,1.3129187405818947,-1.0915043835007043,-1.3959948834867355,1.192643555724087,-0.9154915495830812
0.3973486477596939,0.025002111554141,2.031848748777673,0.8396151486616545,1.0941292213146503,-1.5247068141313918,-1.612844803898288,0.792487292944555,0.4609570955961578
0.9335436463904804,0.0301967578598635,1.6256681807365414,1.204843624820519,1.1181381282361578,-1.3384923550358805,-1.5772760422761538,0.8045828876397776,0.4787170632734751
-0.124297508123754,0.0309479805445681,0.3298266446669118,0.2407363334821008,1.0491652002068146,-1.3384923550358805,-0.7261027195583427,0.7415989631237982,0.4789197878773239
1.4234124816036848,-0.7283076776576751,1.7368662136342234,1.3801209879406386,1.3370508198372115,-0.8022918361406651,-1.533868450446069,1.226446094175565,-0.9454496017701148
2.733438831258403,-1.1605944262491017,2.5654014501406843,0.6460046514661751,0.7192762059167835,-0.0777546853726029,-2.044033914329438,0.5312292127693903,-0.8280685630993208
3.2696338298891843,-1.1590916112775278,2.270950940444203,0.8509175602175925,0.7425634586071923,-0.0439000306172954,-2.111682755387905,0.5434665285837234,-0.7397084921620034
0.949085530408764,0.0303611060129278,1.6030131619257373,1.204843624820519,1.120109016223548,-0.8415947838551255,-1.5772760422761538,0.804778978309997,0.4788860456589268
-0.1087556241054705,0.0311843832500699,0.3184991352615103,0.2407363334821008,1.050293243721023,-0.8415947850064985,-0.7261027195583427,0.7417297015891604,0.4790443935757241
-0.1552472944015432,-1.2654935963612233,0.9959025928235116,-0.8753427293789768,0.6348996475597904,-1.1771812656580511,0.3277269766391833,0.3506795707837953,-0.8421879723910866
0.9808628510790076,-0.2877692532730966,1.6594078166838164,1.204843624820519,1.2237833373408449,-0.8416185688296978,-1.7349590773618029,0.900207138852731,0.0445538369046313
0.3970018714428552,-1.1613484642446867,2.095817338097032,-0.2671764150622542,0.6170139701562048,-0.0774064030019822,-0.112826642232047,0.4384451501758954,-0.8524783192587837
0.5154969151623764,-1.161837767074007,2.159769226386236,-0.2124312250918625,0.6177608787969009,-0.0761547925176661,-0.1140807346661272,0.4431069256859135,-0.9016054423704558
0.5396766819818971,-0.5070780861764894,2.2011497590177185,0.9061478077571836,1.2557196625168712,-1.706199102540564,-1.5501331890775556,0.9448571416271542,-0.289897387036362
0.429125968429937,-0.2790390406797354,2.1504555946837085,0.8396151486616545,1.1811369849731863,-1.7256555184242557,-1.7763863564777214,0.8759109755974039,-0.2273423832578799
0.6502273955338577,-0.5011950917924853,2.203589406606278,0.9672208783821146,1.255578561679752,-1.7061991025409688,-1.636946914974386,0.9444071607093824,-0.2830456183993958
0.3995002371800742,-1.1082321456231126,0.4328660219866285,-0.6849578588765999,0.6495234000913668,0.5679832626932486,0.846829536525515,0.4802043530388418,-0.6582458399733276
-1.552684919739217,-1.186412954077402,-0.946968635690024,-2.381626446347106,0.4211877903606395,-1.7001273435596558,0.1903094742925404,0.0554498607685198,-0.8462679016209457
-1.552684919739217,-1.0721250602853625,-0.946968635690024,-1.9362238980760496,0.3240970424662429,-1.7511060311524,0.1195832661557542,-0.0782867775408425,-0.6469643749798546
-0.3528625073196179,-1.354037478185511,0.3387680514452351,-0.1382830288436168,0.5210867629034963,-1.2198093020150729,-0.9123808767638638,0.2720601476654491,-1.2002177934522087
0.017281804505276,-0.8635083819286689,-0.2091297334492925,-0.5333744433522605,0.1266944509981006,-0.2556024157998018,0.1735662658411856,0.0171022509777227,-0.6055762696436815
0.1274857417403978,-0.8502426283491115,-0.2973935137971065,-0.4464720087751097,0.0673501751848913,-0.2556024157973477,0.2902470150931912,0.1375446141380202,-0.8029623714683458
0.1274857417403978,-0.8502426283491115,-0.2973935137971065,-0.4464720087751097,0.0673501751848913,-0.2556024157973477,0.2902470150931912,0.1375446141380202,-0.8029623714683458
0.1274857417403978,-0.8502426283491115,-0.2973935137971065,-0.4464720087751097,0.0673501751848913,-0.2556024157973477,0.2902470150931912,0.1375446141380202,-0.8029623714683458
0.1274857417403978,-0.8502426283491115,-0.2973935137971065,-0.4464720087751097,0.0673501751848913,-0.2556024157973477,0.2902470150931912,0.1375446141380202,-0.8029623714683458
-0.014495516164967,-0.4722330401671423,0.136138249116442,-0.4326195564145882,-0.0604227011987574,-0.2556023912639297,0.2030289997896657,-0.4047553992469248,-0.1901833986187713
-0.9462992420684544,2.713593861746076,-0.946968635690024,-0.4737207848859421,-2.5371707102389744,1.6984245360861012,2.0421802295053815,-1.7416251303471393,1.146709577927416
-0.8202066444982109,2.7132415248908277,-0.946968635690024,-0.4600186829577848,-2.9864985849217827,1.698424626372163,2.0733928994102055,-1.677525444678961,1.1402373628928062
-0.8357485285164946,2.7077278454778515,-0.6139850075196285,-0.4621117003097503,-2.3025368048045514,1.6984245361265535,1.7505476728937794,-1.7281880739858584,1.1462263613974504
-0.7096559309462521,2.70229983527961,-0.656814450285758,-0.2148341030848562,-2.8831462843893547,1.6984246264150908,1.871490628206273,-1.6446634922261594,1.1377987231912112
0.4110069058751522,0.4260760089398671,-0.2185469226154078,0.7758582104690083,0.7719920011284247,-0.3715176431225421,0.4851086979345284,0.4897393867899898,0.1095958489653063
0.4110069058751522,0.4260760089398671,-0.2185469226154078,0.7758582104690083,0.7719920011284247,-0.3715176431225421,0.4851086979345284,0.4897393867899898,0.1095958489653063
-0.0469663894688862,0.4294324900355967,-0.2355007144485673,0.5190929045326136,0.6862768240185815,-0.2211363730252073,0.4755293308346789,0.5367671600745144,0.1091572036644733
-0.0469663894688862,0.4294324900355967,-0.2355007144485673,0.5190929045326136,0.6862768240185815,-0.2211363730252073,0.4755293308346789,0.5367671600745144,0.1091572036644733
0.5683251345206695,0.4301256608264537,-0.2121387602131367,1.3254728904894064,0.7450585580053205,-0.0030331358807576,-0.2538617236972408,0.5652374184199049,0.1091580298150007
0.8840886148414281,0.4300712489167336,-0.2087664903325808,1.0535112216915934,0.7492629820725636,-0.0039636151837343,-0.329726570860068,0.5657565195344619,0.1091580022798564
1.26924676492942,0.4300870457307072,-0.204981170422463,0.9554382225796776,0.7461520993486818,-0.0039825903548501,-0.3453997592981786,0.5645275839494528,0.1091580185367082
1.4603993283064238,0.4260404976363297,-0.2153617047532857,1.4862017560843463,0.7782115616863635,-0.2509215997223867,-0.7131557953302288,0.4921663012593936,0.109596035693811
1.3655402430913828,0.4260405408347646,-0.2241243621231624,1.3937980893760693,0.7777893691703957,-0.250921599722804,-0.648736710826011,0.4920120413872405,0.1095960388046493
0.2867979342077342,0.0238304338570515,2.026433424535975,0.7730355400313481,1.0940593618582353,-1.5247067436632935,-1.5170759401372458,0.7925085200886618,0.459832249016117
-0.0448542064481461,0.013524708346849,1.990400779945636,0.5531175143841703,1.0958167861278547,-1.511063465447574,-1.118238850897972,0.7957285392705153,0.4440729575402565
0.5078993613116536,0.0256378411139719,2.0359967019386773,0.90390596475636,1.0942938394808324,-1.5247068144007023,-1.6958721591801504,0.7925811684077884,0.4615276433717066
0.3973486477596939,0.025002111554141,2.031848748777673,0.8396151486616545,1.0941292213146503,-1.5247068141313918,-1.612844803898288,0.792487292944555,0.4609570955961578
0.9335436463904804,0.0301967578598635,1.6256681807365414,1.204843624820519,1.1181381282361578,-1.3384923550358805,-1.5772760422761538,0.8045828876397776,0.4787170632734751
0.949085530408764,0.0303611060129278,1.6030131619257373,1.204843624820519,1.120109016223548,-0.8415947838551255,-1.5772760422761538,0.804778978309997,0.4788860456589268
0.9501022155194944,0.0264850998166731,2.046159529464351,1.138266376764998,1.0952506986901098,-1.5247068144011982,-1.939408215886704,0.7932665561365349,0.4620826456164849
0.9804924309223858,0.0278084498327974,1.793296610165214,1.111371741574687,1.0926729064840637,0.5430199681280968,-1.6610059058923272,0.7952948363722951,0.4508543054209827
-1.2054908950650538,0.0295772577670445,0.4355757858701785,-0.8249536702712373,1.0271075686095652,-1.3404733697890543,0.9151007090073604,0.7306274553855672,0.4570325666368848
-1.2054908950650538,0.0295772577670445,0.4355757858701785,-0.8249536702712373,1.0271075686095652,-1.3404733697890543,0.9151007090073604,0.7306274553855672,0.4570325666368848
-0.7710432203065012,0.0207290527610688,1.897576567233628,-0.3336738789306927,1.028207825148003,-1.4260221154130783,0.3042994264215541,0.7319439093451502,0.4176103645910887
-0.9921446474104209,0.0241554617533541,0.6942812817519842,-0.7442589737659581,1.0277742032935846,-1.4262044562079987,0.5251705867452106,0.7313197319419286,0.4411846155155111
-0.8582968703908918,-0.1985959991152081,0.341999009424845,-0.7627242398584021,1.1726896886957658,0.6512361278587943,0.3952086249230846,0.9331473295125892,0.0569122199042873
-0.6525481765869799,-0.0144189199746002,1.962290165016436,-0.239974539642903,1.0288988205923366,-1.064753176627341,0.3877901054503448,0.7349664387407462,-0.2711930958326237
-0.5419974630350198,-0.0905385996946294,2.6150088783111904,-0.105228143536696,1.0292240235536732,-1.0632132052552297,0.4083245126244439,0.7356610947678891,-0.4798760023881958
1.7554192798563302,-0.2094208180409347,5.497005523322606,1.5179745287633095,1.0966146571076365,-1.0631533300314304,-1.375386860216014,0.8031603778849418,-0.5820658570547077
1.755419279856331,-0.17438351183185,5.069139821116482,1.6752382390451268,1.0389620182336012,-1.063153330734382,-1.4772211129498185,0.7464223686130328,-0.5550199523583887
2.0235167791717217,-0.1902517113101015,5.287796099154382,1.6512791934102096,1.0980678278822342,-1.017218692227378,-1.4565838673910774,0.8044173908779125,-0.4770790866565936
2.0870714205122085,-0.1602655085631296,5.519574079154893,1.6443769410560536,1.0974205339828218,-1.063153330735678,-1.595484777456739,0.8036509045315369,-0.5374828318789737
2.0870714205122085,-0.1602655085631296,5.519574079154893,1.6443769410560536,1.0974205339828218,-1.063153330735678,-1.595484777456739,0.8036509045315369,-0.5374828318789737
2.1976221340641686,-0.154980124557324,5.524544236221113,1.683940045104413,1.0976937916078011,-1.063153330735678,-1.6555468123370134,0.803852839435133,-0.5341858232915093
2.308172847616128,-0.1525128441201616,5.528741061334199,1.7228464047829126,1.097968473449597,-1.063153330735678,-1.7103150331393588,0.8040594513378697,-0.5336200518740967
0.9804924309223858,0.0278084498327974,1.793296610165214,1.111371741574687,1.0926729064840637,0.5430199681280968,-1.6610059058923272,0.7952948363722951,0.4508543054209827
0.655232008288222,0.4300935168163639,-0.2083563975625798,0.9362050920203792,0.7447844600746659,-0.0039748988743045,-0.2922487369014792,0.5643088330693554,0.109158018988479
