,0
fr_unbrch_alkane,0.009826861902613393
fr_nitro,0.009654949399784618
fr_quatN,0.00798557931454602
fr_COO,0.00740570794197426
fr_imidazole,0.006301114340859115
fr_piperdine,0.004872198956473728
fr_Al_COO,0.004824803768693098
fr_nitro_arom_nonortho,0.004770292096396789
fr_C_S,0.0034890618718830257
fr_piperzine,0.0030259271587347314
fr_nitro_arom,0.002986063916795345
fr_oxime,0.0025595642118865225
EState_VSA11,0.0012865130510888445
fr_ArN,0.0012291828126056448
fr_Ar_OH,0.0005727720838080153
fr_furan,0.0002562991335341991
fr_priamide,0.0
fr_phenol_noOrthoHbond,0.0
fr_imide,0.0
fr_alkyl_carbamate,0.0
fr_Ndealkylation2,0.0
fr_NH1,0.0
SMR_VSA2,0.0
fr_Ar_NH,0.0
