iter	Passed	Remaining
176	258	909
177	259	907
178	261	906
179	262	904
180	264	903
181	265	901
182	267	900
183	268	899
184	269	897
185	271	895
186	272	893
187	273	891
188	275	890
189	276	888
190	277	886
191	279	884
192	280	882
193	281	880
194	283	878
195	284	876
196	285	875
197	287	873
198	288	871
199	290	870
200	291	868
201	293	869
202	295	868
203	297	868
204	299	868
205	300	866
206	302	865
207	303	864
208	304	862
209	306	861
210	307	859
211	310	860
212	311	858
213	312	856
214	314	854
215	315	853
216	317	851
217	318	849
218	319	848
219	321	846
220	322	844
221	323	843
222	325	841
223	326	840
224	328	838
225	329	837
226	331	836
227	332	834
228	334	833
229	335	831
230	337	830
231	338	828
232	340	827
233	341	826
234	342	824
235	344	823
236	346	822
237	347	821
238	349	820
239	351	819
240	353	819
241	354	818
242	356	818
243	358	817
244	360	817
245	362	817
246	364	816
247	366	814
248	367	814
249	369	812
250	371	811
251	373	811
252	374	810
253	376	809
254	377	807
255	379	806
256	381	805
257	382	803
258	384	802
259	386	801
260	387	800
261	389	799
262	391	798
263	392	797
264	394	796
265	397	797
266	400	800
267	402	799
268	404	799
269	407	800
270	410	800
271	412	800
272	413	798
273	415	797
274	416	795
275	418	793
276	419	792
277	421	790
278	422	789
279	424	787
280	425	786
281	427	785
282	429	785
283	432	785
284	433	783
285	435	782
286	436	780
287	438	779
288	440	778
289	441	776
290	443	774
291	444	773
292	446	771
293	447	770
294	448	768
295	451	768
296	453	767
297	455	766
298	456	765
299	458	763
300	459	762
301	462	761
302	463	760
303	465	758
304	466	757
305	468	755
306	469	754
307	471	752
308	472	750
309	474	749
310	475	747
311	476	745
312	478	744
313	479	742
314	481	741
315	482	739
316	484	737
317	485	736
318	487	734
319	488	733
320	490	731
321	491	730
322	493	728
323	495	728
324	497	727
325	499	726
326	501	726
327	503	724
328	505	723
329	506	721
330	508	719
331	509	718
332	510	716
333	512	714
334	513	713
335	515	711
336	516	710
337	518	708
338	519	706
339	521	705
340	522	703
341	524	701
342	525	700
343	527	698
344	528	697
345	530	695
346	531	694
347	533	692
348	534	690
349	536	689
350	537	687
351	538	685
352	540	684
353	541	682
354	543	681
355	544	679
356	546	677
357	547	676
358	549	674
359	550	673
360	552	671
361	553	669
362	555	668
363	556	666
364	558	665
365	559	663
366	561	661
367	562	660
368	563	658
369	565	657
370	566	655
371	568	653
372	569	652
373	571	650
374	572	649
375	574	647
376	575	645
377	577	644
378	578	642
379	580	641
380	581	639
381	582	637
382	584	636
383	585	634
384	587	633
385	588	631
386	590	629
387	591	628
388	593	626
389	594	625
390	596	623
391	597	621
392	598	620
393	600	618
394	601	617
395	603	615
396	604	613
397	606	612
398	607	610
399	609	609
400	610	607
401	612	606
402	613	604
403	615	603
404	617	602
405	620	602
406	622	600
407	623	599
408	625	597
409	626	595
410	627	594
411	629	592
412	630	591
413	632	589
414	633	587
415	635	586
416	636	584
417	638	583
418	639	581
419	641	580
420	642	578
421	644	577
422	645	575
423	647	574
424	648	572
425	650	570
426	651	569
427	653	567
428	654	566
429	656	564
430	657	563
431	659	561
432	660	560
433	662	558
434	663	556
435	664	555
436	666	553
437	667	551
438	669	550
439	670	548
440	672	547
441	673	545
442	675	544
443	676	542
444	678	541
445	679	539
446	681	538
447	682	536
448	684	534
449	685	533
450	686	531
451	688	530
452	690	528
453	691	527
454	693	525
455	695	524
456	696	522
457	698	521
458	699	519
459	701	518
460	702	516
461	704	515
462	705	513
463	707	512
464	708	510
465	710	508
466	711	507
467	712	505
468	714	504
469	715	502
470	717	501
471	718	499
472	720	497
473	721	496
474	723	494
475	724	493
476	726	491
477	727	490
478	729	488
479	730	487
480	731	485
481	733	483
482	734	482
483	736	480
484	738	479
485	739	477
486	740	476
487	742	474
488	743	473
489	745	471
490	746	469
491	748	468
492	749	466
493	750	465
494	752	463
495	753	461
496	755	460
497	756	458
498	758	457
499	759	455
500	760	454
501	762	452
502	763	451
503	765	449
504	766	447
505	768	446
506	770	445
507	771	443
508	773	441
509	774	440
510	775	438
511	777	437
512	778	435
513	780	434
514	781	432
515	783	431
516	784	429
517	786	427
518	787	426
519	789	424
520	791	423
521	793	422
522	794	421
523	796	419
524	797	417
525	799	416
526	800	414
527	802	413
528	803	411
529	804	410
530	806	408
531	807	406
532	809	405
533	810	403
534	812	402
535	813	400
536	815	399
537	816	397
538	818	396
539	819	394
540	820	392
541	822	391
542	823	389
543	825	388
544	826	386
545	827	385
546	829	383
547	830	382
548	832	380
549	833	378
550	835	377
551	836	375
552	837	374
553	839	372
554	840	371
555	842	369
556	844	368
557	845	366
558	847	365
559	848	363
560	850	362
561	851	360
562	853	359
563	854	357
564	855	356
565	857	354
566	858	352
567	860	351
568	861	349
569	863	348
570	864	346
571	865	345
572	867	343
573	868	341
574	869	340
575	871	339
576	874	337
577	875	336
578	876	334
579	879	333
580	880	331
581	882	330
582	884	329
583	886	327
584	887	326
585	889	324
586	890	323
587	892	321
588	893	320
589	895	318
590	897	317
591	899	315
592	900	314
593	902	312
594	904	311
595	905	310
596	907	308
597	908	307
598	910	305
599	911	303
600	913	302
601	914	300
602	916	299
603	917	297
604	919	296
605	920	294
606	921	293
607	923	291
608	924	290
609	926	288
610	927	286
611	929	285
612	930	283
613	931	282
614	933	280
615	934	279
616	936	277
617	938	276
618	939	274
619	940	273
620	942	271
621	943	270
622	945	268
623	946	266
624	947	265
625	949	263
626	950	262
627	952	260
628	953	259
629	954	257
630	956	256
631	957	254
632	959	253
633	960	251
634	961	249
635	963	248
636	964	246
637	966	245
638	967	243
639	968	242
640	970	240
641	971	239
642	973	237
643	974	236
644	976	234
645	977	233
646	978	231
647	980	229
648	981	228
649	983	226
650	984	225
651	985	223
652	987	222
653	988	220
654	990	219
655	991	217
656	993	216
657	994	214
658	996	213
659	997	211
660	999	210
661	1000	208
662	1002	207
663	1003	205
664	1004	203
665	1006	202
666	1007	200
667	1009	199
668	1011	198
669	1012	196
670	1013	194
671	1015	193
672	1016	191
673	1018	190
674	1019	188
675	1021	187
676	1022	185
677	1024	184
678	1025	182
679	1026	181
680	1028	179
681	1030	178
682	1031	176
683	1032	175
684	1034	173
685	1035	172
686	1037	170
687	1038	169
688	1040	167
689	1041	166
690	1043	164
691	1044	163
692	1046	161
693	1047	160
694	1048	158
695	1050	156
696	1051	155
697	1053	153
698	1054	152
699	1056	150
700	1057	149
701	1058	147
702	1060	146
703	1061	144
704	1063	143
705	1064	141
706	1066	140
707	1067	138
708	1069	137
709	1070	135
710	1071	134
711	1073	132
712	1074	131
713	1076	129
714	1077	128
715	1078	126
716	1080	125
717	1081	123
718	1083	122
719	1084	120
720	1085	118
721	1087	117
722	1088	115
723	1090	114
724	1091	112
725	1093	111
726	1094	109
727	1096	108
728	1097	106
729	1099	105
730	1100	103
731	1102	102
732	1103	100
733	1104	99
734	1106	97
735	1107	96
736	1109	94
737	1111	93
738	1112	91
739	1114	90
740	1115	88
741	1116	87
742	1118	85
743	1119	84
744	1121	82
745	1123	81
746	1124	79
747	1126	78
748	1127	76
749	1129	75
750	1130	73
751	1132	72
752	1133	70
753	1134	69
754	1136	67
755	1137	66
756	1139	64
757	1140	63
758	1142	61
759	1143	60
760	1144	58
761	1146	57
762	1147	55
763	1149	54
764	1150	52
765	1151	51
766	1153	49
767	1154	48
768	1156	46
769	1157	45
770	1159	43
771	1160	42
772	1162	40
773	1164	39
774	1165	37
775	1166	36
776	1168	34
777	1169	33
778	1171	31
779	1172	30
780	1174	28
781	1176	27
782	1177	25
783	1179	24
784	1180	22
785	1181	21
786	1183	19
787	1184	18
788	1186	16
789	1187	15
790	1188	13
791	1190	12
792	1191	10
793	1193	9
794	1194	7
795	1195	6
796	1197	4
797	1198	3
798	1200	1
799	1201	0
