,mutual_info
ExactMolWt,1.0393118871058835
MolWt,1.0258815289910959
HeavyAtomMolWt,0.8435850621004186
Chi0,0.7320135292640235
LabuteASA,0.6702595081594329
Chi1,0.6406045342501576
HeavyAtomCount,0.6246582952889015
NumValenceElectrons,0.6213506105976743
Chi0v,0.6099816054759999
Kappa1,0.6041836344183675
Chi0n,0.5778414834264942
MolMR,0.5502694357715407
Chi1v,0.5382464466883481
MinAbsPartialCharge,0.5206121704241302
MaxPartialCharge,0.5167214736131811
MaxAbsPartialCharge,0.5164680266947208
Kappa2,0.5154489819063892
BCUT2D_MRLOW,0.5137877479486979
BCUT2D_CHGLO,0.49509680585683036
Chi1n,0.4851785513000402
MinPartialCharge,0.47398831566323807
BertzCT,0.4720437718278281
BCUT2D_LOGPLOW,0.4696335176435178
EState_Delta,0.4654810173862236
Kappa3,0.46427061183872365
SPS,0.4448927228891866
BCUT2D_MWLOW,0.4329860823308742
BalabanJ,0.43173370781053144
MaxAbsEStateIndex,0.42356462340266665
MaxEStateIndex,0.4235305622189993
VSA_EState2,0.42257377221613845
AvgIpc,0.4210810725518539
HallKierAlpha,0.41937146663837455
BCUT2D_CHGHI,0.41808577919659173
SlogP_VSA5,0.4151208232299739
BCUT2D_MRHI,0.4120859854799299
MolWt_x_TPSA,0.4099225426135913
MinEStateIndex,0.3901584572317556
VSA_EState8,0.3859908303735575
SlogP_VSA6,0.3838991363492332
BCUT2D_LOGPHI,0.38346935394809245
SlogP_VSA2,0.38058135047431607
FpDensityMorgan2,0.3685405097360044
EState_VSA9,0.3645342570025236
Chi2v,0.3641535893057104
EState_VSA3,0.3628314464492868
FractionCSP3,0.35547180385948174
PEOE_VSA1,0.35325143498111
Chi3v,0.34869760950406903
EState_VSA8,0.3480327701662991
SlogP_VSA1,0.3445920930019519
SMR_VSA6,0.34453903892874305
Chi2n,0.3411464893004452
SMR_VSA5,0.33717225472318724
SMR_VSA10,0.33684073684572846
SMR_VSA1,0.33547368767133623
SMR_VSA7,0.3320259907358256
PEOE_VSA7,0.33050552267782907
VSA_EState7,0.32532820862111667
SlogP_VSA3,0.32483342351067623
Chi3n,0.32402927959460204
SMR_VSA4,0.32360831586972205
qed,0.32355619738718433
VSA_EState5,0.3193522946348395
PEOE_VSA8,0.31497246557184955
MolLogP_sq,0.3108150909302876
MolLogP,0.3094615873792703
SlogP_VSA4,0.29965580759365196
VSA_EState4,0.2980170981817474
FpDensityMorgan1,0.2946416736990023
NumHeteroatoms,0.29352493850850214
PEOE_VSA6,0.2931595741078361
BCUT2D_MWHI,0.2923673789404737
VSA_EState1,0.2923343470414794
FpDensityMorgan3,0.28720220377500016
EState_VSA4,0.28570455012772644
Chi4v,0.28173809348790213
TPSA,0.27982892098478107
PEOE_VSA2,0.2756260278320779
VSA_EState3,0.27527598351879234
PEOE_VSA9,0.27301141485816194
RingCount,0.27250655511566313
NOCount,0.2707350448482142
EState_VSA10,0.26939839590185777
NumHAcceptors,0.2668106182036021
EState_VSA2,0.2643767285240375
Chi4n,0.2568418137335584
VSA_EState6,0.2508797756828831
NumRotatableBonds,0.2490806725153787
SlogP_VSA10,0.23108510388466907
EState_VSA5,0.22998526423222998
PEOE_VSA3,0.22848970898302134
NumAliphaticRings,0.22693743439752545
fr_bicyclic,0.21440877936920177
PEOE_VSA12,0.2079723893327441
HAcceptors_to_HDonors_Ratio,0.20682998272353625
fr_NH0,0.20499556189426205
PEOE_VSA11,0.20492889081531063
NumAromaticRings,0.204625806410776
PEOE_VSA14,0.20093163973386718
SMR_VSA3,0.1988830651752691
SlogP_VSA8,0.19800958795443901
PEOE_VSA10,0.19336426961291409
fr_C_O_noCOO,0.1793254758240883
fr_C_O,0.17803303046464536
EState_VSA1,0.17679582235232427
NumAliphaticCarbocycles,0.17637504350037636
NumAliphaticHeterocycles,0.17563593159314594
SMR_VSA9,0.17537577374603153
NumAromaticCarbocycles,0.16669971221947044
fr_benzene,0.1651033377733251
NumSaturatedRings,0.15851176956945512
MinAbsEStateIndex,0.15782470742148735
NHOHCount,0.15418939300822698
EState_VSA6,0.15100574088586827
NumSaturatedHeterocycles,0.14941864491543622
SlogP_VSA11,0.14631863013462243
fr_aniline,0.14336911690102383
EState_VSA7,0.1404540198228874
fr_ether,0.1402292833315273
NumHDonors,0.1347630975413563
PEOE_VSA4,0.1266246312822581
VSA_EState9,0.12592770951276866
fr_NH1,0.11901290997771596
NumSaturatedCarbocycles,0.11488149109940116
fr_ketone,0.11380568505575273
PEOE_VSA13,0.11198681035243352
NumAromaticHeterocycles,0.10841425422032658
fr_Ar_N,0.10735772954439349
