,reg_IC50,reg_CC50,reg_SI,clf_IC50,clf_CC50,clf_SI,clf_SI_gt_8,MI_avg
NumSaturatedCarbocycles,0.04966225248704337,0.11488149109940116,0.11236574084095396,0.006706423425298036,0.011143124760054635,0.03247622730836408,0.01224258130530087,0.048496834460916585
NumSaturatedHeterocycles,0.06790250367964634,0.14941864491543622,0.03774922032854633,0.022517094165902307,0.05676040503290136,0.0,0.0022179693532244915,0.048080833925093866
NumSaturatedRings,0.05685854622574782,0.15851176956945512,0.060760878006481,0.0,0.024041603292206615,0.001954098183240216,0.015030276131223319,0.04530816734405058
RingCount,0.08184424765906018,0.27250655511566313,0.03152569718642706,0.011345391355558787,0.0,0.004904461702613716,0.026945585212415635,0.06129599117596264
MolLogP,0.11877268172592892,0.3094615873792703,0.08699449333423459,0.050981880210323904,0.04939563186849738,0.011420932049519106,0.024808362464402656,0.09311936700459669
MolMR,0.10405983867880808,0.5502694357715407,0.0021652630210557966,0.04326628145948064,0.03491199388629229,0.04755841345565237,0.03606707728816749,0.11689975765157105
fr_Al_COO,0.015044133037155571,0.0541687440543297,0.016888403333355173,0.006419899861833445,0.007859471876091373,0.0,0.0,0.014340093166109322
fr_Al_OH,0.04340224625867317,0.09078897464261892,0.0,0.011578483164810693,0.0,0.015680603921011782,0.019396960302429767,0.02583532404136348
fr_Al_OH_noTert,0.031158838816262913,0.05454082596871124,0.0,0.0,0.002830420470209649,0.0,0.01980901392777823,0.015477014168994576
fr_ArN,0.0,0.008906053525790658,0.0,0.015484186597463978,0.0,0.0,0.0,0.0034843200176078054
fr_Ar_COO,0.0,0.0,0.012621444392738157,0.0,0.0,0.0,0.0,0.0018030634846768795
fr_Ar_N,0.060672681146223706,0.10735772954439349,0.001866623040584603,0.0,0.022973180383079495,0.024095875907004682,0.01095824094336506,0.032560618709235864
fr_Ar_NH,0.02579751671489694,0.014969400703533031,0.0,0.006906476399914485,0.0,0.005635717309231181,0.006295903456126961,0.008515002083386085
fr_Ar_OH,0.05460047508082777,0.07066348886272533,0.0,0.0017729271989395112,0.004504420131896891,0.02730323240716337,0.0,0.02269207766879327
fr_COO,0.012631772099690686,0.0506949494441582,0.0,0.0011796524054161761,0.0,0.0,0.004463227323958652,0.009852800181889101
fr_COO2,0.012631772099690686,0.0506949494441582,0.0076465498116455866,0.0033041060293053093,0.004334220687422619,0.025489452386590283,0.0,0.01487157863697324
fr_C_O,0.043455535331176964,0.17803303046464536,0.0,0.04256139139407655,0.019304189206712064,0.01932029420988579,0.0,0.043239205800928104
fr_C_O_noCOO,0.03790616657502088,0.1793254758240883,0.009121570970161308,0.0,0.0,0.007784206280298411,0.005023159191584137,0.03416579697730758
fr_C_S,0.015320621456724082,0.04963901960557138,0.0,0.008819432305906094,0.031173384266216075,0.018073944856404234,0.03583820732006737,0.022694944258698464
fr_HOCCN,0.0,0.00038226299694166244,0.0,0.0035463458322151364,0.0,0.005791806441811209,0.011160129192497203,0.002982934923352173
fr_Imine,0.024471502210793306,0.029068431733486833,0.028010985025592294,0.02062080106607378,0.0,0.033762404418817615,0.015098370526784421,0.02157607071164975
fr_NH0,0.03448219866633817,0.20499556189426205,0.016324908255687554,0.017351273384275556,0.03859934920950847,0.02507013147769155,0.014804758161399922,0.05023259729273761
fr_NH1,0.050239729728203786,0.11901290997771596,0.0,0.0,0.002148715248746935,0.0,0.0,0.02448590785066667
fr_NH2,0.029880718582282473,0.06495520574233415,0.01639273081271675,0.006767354045305485,0.021230176285414792,0.01960339192264926,0.021768815251176576,0.025799770377411355
fr_Ndealkylation1,0.014001077141318596,0.04932277670879315,0.005867179333122419,0.0020263576242545156,0.0,0.0,0.0,0.010173912972498382
fr_Ndealkylation2,0.015939458536183837,0.07106605715198522,0.003548465374097587,0.03319370446670655,0.04582272343385152,0.0,0.0,0.02422434413754639
fr_Nhpyrrole,0.02579751671489694,0.014969400703533031,0.008770542549946692,0.00927261715823402,0.004758541406358452,0.060525796935558374,0.03500093768394685,0.02272790759321062
fr_aldehyde,0.0,0.0007632093589912126,0.000570016799605666,0.0,0.017303216723396186,0.0,0.008153090168590005,0.0038270761500832956
fr_alkyl_carbamate,0.02400507432315102,0.029884585357114468,0.0,0.0,0.004107236798631675,0.0013781920460735897,0.003945150495417993,0.009045748431484106
fr_alkyl_halide,0.02846717318475167,0.04957565222621052,0.0014592517719156373,0.021815569069244756,0.0,0.006289865340099787,0.00716003549165567,0.016395363869125434
fr_allylic_oxid,0.057645417827903556,0.09546452036046604,0.036885211844186694,0.01150356492256277,0.019559319142651965,0.009147383195433845,0.024070608051872444,0.036325146477868185
fr_amide,0.012652313384660996,0.10114446488315454,0.010234304942999817,0.0,0.013949784893338313,0.0,0.0,0.019711552586307666
fr_amidine,0.0032376951520243225,0.004445315750924883,0.0,0.01830127154825112,0.0,0.02464655596389087,0.038096539981915756,0.012675339771000993
fr_aniline,0.0033344812821252123,0.14336911690102383,0.006665700108314576,0.04400009761050816,0.0,0.01640269194729349,0.008156321410964118,0.03170405846574705
fr_aryl_methyl,0.009977550155630288,0.020713707139672577,0.0,0.0,0.0,0.001735247239036397,0.0,0.004632357790619894
fr_azo,0.0,0.0,0.005082983932481966,0.008837352239831953,0.0,0.0038364817176657073,0.0,0.0025366882699970894
fr_benzene,0.04855699948480918,0.1651033377733251,0.014145629430120987,0.012297343009918693,0.0425056243849915,0.014469154195994038,0.0031981623661905267,0.042896607235050004
fr_bicyclic,0.0841077958221419,0.21440877936920177,0.03336885248242982,0.017155218704941966,0.020534402959870635,0.02128565220516143,0.026265991372264264,0.059589527559430255
fr_epoxide,0.0,0.0,0.0,0.012289115718232324,0.0,0.008715486673404493,0.0,0.0030006574845195455
fr_ester,0.037281318271063846,0.06396230953487758,0.0,0.01490740449831951,0.003494494227746836,0.004155916965435713,0.004115556041663249,0.01827385707701525
fr_ether,0.06440511772610646,0.1402292833315273,0.049432202026706396,0.014789184006575917,0.0,0.027197893614738344,0.028606193279887115,0.04637998199793451
fr_furan,0.0014036725180597287,0.011865130145816138,0.014250806345783351,0.014838002029269992,0.0,0.0023431069731441045,0.0,0.006385816858867617
fr_guanido,0.0,0.0,0.0021478757381641067,0.0,0.01298029768869191,0.0,0.019613902236480962,0.004963153666190997
fr_halogen,0.02519823390371334,0.07471651496680876,0.046322180474630326,0.0,0.030975920958879133,0.0,0.0,0.02531612147200451
fr_hdrzine,0.0,0.0003783115788943414,0.0016484449104376964,0.01704282028762516,0.0,0.04178035245903611,0.02212861127686261,0.011854077216122274
fr_hdrzone,0.004587688713030724,0.06056000066889822,0.029721335589520725,0.0,0.010003566800475205,0.0037781202681481663,0.0,0.015521530291439005
fr_imidazole,0.006241908818827024,0.04044082916786218,0.0,0.0,0.0,0.019159503983820825,0.004570109494515862,0.010058907352146556
fr_imide,0.006507131931870802,0.023703734851420633,0.018850316247321253,0.0,0.0,0.005150980002626371,0.0,0.007744594719034151
fr_ketone,0.0494517654349198,0.11380568505575273,0.004135208666029788,0.031920685328233,0.03048153953829691,0.0,0.0,0.03282784057474746
fr_ketone_Topliss,0.0417950941384011,0.09271731486485879,0.0,0.024475210687605387,0.0,0.009951136921990678,0.0012407175155193517,0.02431135344691076
fr_lactone,0.016248861844309292,0.046549679336678196,0.002953863867122708,0.004940620836008325,5.566750910368512e-05,0.003549477492124975,0.0,0.010614024412192455
fr_methoxy,0.02164606811805103,0.06768512430450357,0.020883069260704712,0.0007734172450841736,0.00018539729766375856,0.006126175768364384,0.0,0.016757035999195948
fr_morpholine,0.0,0.07680900814524594,0.008390590360655592,0.020476222585022796,0.0,0.0,0.0,0.015096545870132047
fr_nitrile,0.0023049222071130915,0.0026711886952777153,0.0,0.0,0.0,0.0,0.0,0.0007108729860558295
fr_nitro,0.0070533726609542935,0.018773609851061357,0.002152926915111264,0.008720258011658544,0.0,0.0,0.0,0.0052428810626836365
fr_nitro_arom,0.0029937504815210625,0.021440251680692524,0.002301401709381423,0.01297251359621332,0.009905183086839298,0.004650013728917379,0.01710544270541603,0.010195508141283005
fr_nitro_arom_nonortho,0.003225580393920735,0.01911671217341504,0.0,0.012775464531618264,0.0007190713835163454,0.0019524171329130535,0.008438584810914751,0.0066039757751854555
fr_oxazole,0.0015254875610766216,0.0007033198561053888,0.0,0.0,0.0,0.0,0.0,0.0003184010595974301
fr_oxime,0.0,0.0,0.0,0.015612460932261651,0.0,0.0,0.0,0.0022303515617516645
fr_para_hydroxylation,0.014330734942390011,0.0014907358863900377,0.026919198134720324,0.0030172815568609845,0.0,0.022022690059374073,0.02941451461206057,0.013885022170256571
fr_phenol,0.04675508985074117,0.07313537725740038,0.018238285529538878,0.03155657436440129,0.010977181741430142,0.0,0.0,0.025808929820501696
fr_phenol_noOrthoHbond,0.0469789867489494,0.07321729075674477,0.0,0.03151084380028113,0.028226036995478765,0.0,0.0,0.025704736900207723
fr_piperdine,0.01209683214916435,0.046975013563007595,0.0021969688453682412,0.012567465331453143,0.0,0.011784437782029977,0.00825836285451853,0.013411297217934548
fr_piperzine,0.0,0.0025927009030191073,0.005719006279296446,0.0,0.0,0.0,0.0,0.0011873867403307933
