,mutual_info
ExactMolWt,0.24732341849411332
MolWt,0.2459436552897909
Chi0,0.20905333619577648
HeavyAtomMolWt,0.2043569183451015
Kappa1,0.19820872297854297
MinAbsPartialCharge,0.19229319507258236
MaxPartialCharge,0.18663540303568693
HeavyAtomCount,0.18061914153287884
BCUT2D_CHGLO,0.17915780195525244
SlogP_VSA4,0.17334186313542332
NumValenceElectrons,0.17201504665372003
LabuteASA,0.17173505128004107
Kappa2,0.1709508573227132
Chi0n,0.16794854023556072
MaxAbsPartialCharge,0.16732870305646674
Chi1,0.16565081723961006
Chi0v,0.1636852944975189
VSA_EState8,0.16329271602089612
MaxEStateIndex,0.15261738289102666
MaxAbsEStateIndex,0.1523260479231947
AvgIpc,0.15231011729782074
Chi4n,0.14538080624636818
BalabanJ,0.14311778436999534
SlogP_VSA3,0.14284274722775736
BCUT2D_LOGPLOW,0.14231024350592447
BCUT2D_MRHI,0.1407583477588763
BCUT2D_LOGPHI,0.13624961881873032
VSA_EState2,0.13218345400300313
BCUT2D_MRLOW,0.13165883616125296
FpDensityMorgan3,0.12876733219178726
VSA_EState4,0.12876682842765552
MolLogP_sq,0.12814903549048307
SMR_VSA4,0.12746091765148826
EState_VSA10,0.12654086590778446
VSA_EState3,0.12537479131424867
MinPartialCharge,0.12345843012378088
Chi2v,0.12274342390189741
BCUT2D_CHGHI,0.12124334487891009
SMR_VSA1,0.12041884179321993
MinEStateIndex,0.11956341911899893
MolLogP,0.11877268172592892
HallKierAlpha,0.11510371392839591
PEOE_VSA2,0.11441057473916816
Chi4v,0.11272298447691309
PEOE_VSA1,0.11132935197942295
EState_VSA9,0.11103030857712026
Chi1v,0.10922398323566851
BCUT2D_MWLOW,0.10674411528146344
Chi2n,0.1043201852252107
MolMR,0.10405983867880808
SlogP_VSA5,0.10301643400948945
PEOE_VSA9,0.10250844840153572
Chi1n,0.10224266558603778
EState_VSA8,0.10065482103491163
FpDensityMorgan2,0.10040349060106246
VSA_EState6,0.09976621004302144
qed,0.09960861917100106
NumAliphaticCarbocycles,0.09712380499067308
NumHAcceptors,0.09698082261866237
PEOE_VSA14,0.09411855331665997
PEOE_VSA7,0.09393532198591581
Chi3v,0.09297071260106593
EState_Delta,0.09295103736866617
VSA_EState1,0.09279954151713099
BCUT2D_MWHI,0.09109786318458202
SPS,0.08987896541050988
MolWt_x_TPSA,0.08961288295249181
SlogP_VSA10,0.08705870020710993
NOCount,0.08675718785474151
EState_VSA2,0.08469115522993897
NumAliphaticRings,0.08446192260772944
FractionCSP3,0.08422167309975626
fr_bicyclic,0.0841077958221419
FpDensityMorgan1,0.08388315101031374
SMR_VSA5,0.08377419163719013
SlogP_VSA2,0.0832855062580573
RingCount,0.08184424765906018
VSA_EState5,0.08127271643571721
SMR_VSA6,0.08086387918535287
Kappa3,0.08076559788109927
BertzCT,0.07997910473593661
PEOE_VSA10,0.07818585829888747
EState_VSA6,0.0768201010230487
SMR_VSA7,0.07578993040664406
SMR_VSA3,0.07467282587600454
Chi3n,0.07461497497650216
VSA_EState7,0.07108808615626305
EState_VSA5,0.07064100389126926
PEOE_VSA6,0.07063313432101204
SlogP_VSA1,0.07046247354056856
NHOHCount,0.06833413460002458
NumSaturatedHeterocycles,0.06790250367964634
TPSA,0.06668813548367192
PEOE_VSA8,0.06639712338045589
fr_ether,0.06440511772610646
NumAliphaticHeterocycles,0.06423955973742812
SlogP_VSA6,0.06107398878726622
fr_Ar_N,0.060672681146223706
NumRotatableBonds,0.0598974940579704
fr_allylic_oxid,0.057645417827903556
NumSaturatedRings,0.05685854622574782
VSA_EState9,0.05505494870561489
fr_Ar_OH,0.05460047508082777
HAcceptors_to_HDonors_Ratio,0.05455311077774194
PEOE_VSA12,0.05135100579871521
SMR_VSA10,0.05078309438402684
PEOE_VSA3,0.05036223855992983
fr_NH1,0.050239729728203786
NumSaturatedCarbocycles,0.04966225248704337
NumHeteroatoms,0.04952196144173859
SlogP_VSA11,0.049488516213270994
fr_ketone,0.0494517654349198
fr_benzene,0.04855699948480918
NumAromaticCarbocycles,0.047972683189483334
EState_VSA4,0.04750144208006013
fr_phenol_noOrthoHbond,0.0469789867489494
fr_phenol,0.04675508985074117
EState_VSA3,0.04522918472674853
NumAromaticRings,0.04506539865363557
SMR_VSA9,0.0445351703344401
fr_C_O,0.043455535331176964
fr_Al_OH,0.04340224625867317
fr_ketone_Topliss,0.0417950941384011
PEOE_VSA13,0.040451057778660315
fr_C_O_noCOO,0.03790616657502088
fr_ester,0.037281318271063846
fr_NH0,0.03448219866633817
PEOE_VSA11,0.03323379189441811
fr_Al_OH_noTert,0.031158838816262913
PEOE_VSA4,0.030092119706250475
fr_NH2,0.029880718582282473
