,mutual_info
ExactMolWt,1.0890146452705634
MolWt,1.075794357032882
HeavyAtomMolWt,0.8802931446688658
Chi0,0.7457209703676533
LabuteASA,0.6965095170346927
Chi1,0.6575978472628345
HeavyAtomCount,0.6525696701850516
Chi0v,0.644624148504791
NumValenceElectrons,0.6366194078690017
Kappa1,0.6246656253314247
Chi0n,0.5958221255570884
MolMR,0.5749335272149052
Chi1v,0.5600831596820743
MinAbsPartialCharge,0.5398337242456561
MaxAbsPartialCharge,0.539076144854846
Kappa2,0.533732511072329
MaxPartialCharge,0.5252307204080053
BCUT2D_MRLOW,0.5229013349314333
BCUT2D_CHGLO,0.5112468808618029
MinPartialCharge,0.49661438779820477
Chi1n,0.49600517378731546
Kappa3,0.48942472908798385
BertzCT,0.48913301212069626
BCUT2D_LOGPLOW,0.48628993445751245
EState_Delta,0.46887463337848523
SPS,0.46635714304404363
BCUT2D_MWLOW,0.45848233479669087
BCUT2D_CHGHI,0.44544068608515275
BalabanJ,0.4429128936114082
AvgIpc,0.44152762623015374
VSA_EState2,0.44002370950380554
HallKierAlpha,0.43900483107780097
MaxAbsEStateIndex,0.4312921786029351
MaxEStateIndex,0.4303223731936856
SlogP_VSA5,0.4287889682407626
SlogP_VSA2,0.4253148180389559
BCUT2D_MRHI,0.42458376388380215
MolWt_x_TPSA,0.42378236793835233
BCUT2D_LOGPHI,0.40862069573884874
VSA_EState8,0.40515411778374544
MinEStateIndex,0.4049226749981196
Chi2v,0.399650674461133
EState_VSA9,0.3975603743212597
SlogP_VSA6,0.39597310276459297
Chi3v,0.3812612168381806
SMR_VSA6,0.3773943250124141
Chi2n,0.3773107996735945
FractionCSP3,0.3703217410194868
PEOE_VSA1,0.36806162153132327
EState_VSA3,0.3674989704126985
FpDensityMorgan2,0.3669751648504156
SlogP_VSA1,0.36594272604950273
SMR_VSA10,0.36433715620553864
SMR_VSA1,0.36323208528248196
qed,0.35322515651200437
SMR_VSA5,0.35244805024736614
Chi3n,0.3493369529950292
SMR_VSA7,0.34684584681477837
VSA_EState7,0.34021872710382217
EState_VSA8,0.33987544491530075
VSA_EState5,0.3383195629322784
PEOE_VSA8,0.3334430813952247
SlogP_VSA3,0.3300906398573584
MolLogP_sq,0.32530758198367105
SMR_VSA4,0.32338670118187496
TPSA,0.3211622464624071
MolLogP,0.32046751131256235
Chi4v,0.314665027147667
VSA_EState1,0.314174583606472
PEOE_VSA7,0.31231279828566727
NumHeteroatoms,0.31083026683465365
RingCount,0.30911864120761523
SlogP_VSA4,0.3079512551177106
VSA_EState4,0.30648314824141076
EState_VSA4,0.30410901703608717
BCUT2D_MWHI,0.29980152339129607
VSA_EState3,0.2983898180029412
FpDensityMorgan1,0.29781468648167486
PEOE_VSA2,0.29004136298655503
PEOE_VSA6,0.28699505818125237
NumHAcceptors,0.2854946583621012
FpDensityMorgan3,0.2807732963512155
NOCount,0.27787338803440464
PEOE_VSA9,0.27464892092006954
Chi4n,0.27413570578985524
EState_VSA2,0.2728698163327885
EState_VSA10,0.26654664074773926
NumRotatableBonds,0.2655013271472524
PEOE_VSA3,0.24306258763982047
VSA_EState6,0.24268541612830097
PEOE_VSA11,0.24215932393960715
HAcceptors_to_HDonors_Ratio,0.2397873952653926
PEOE_VSA12,0.23158322140414067
SlogP_VSA10,0.22902009726647687
NumAromaticRings,0.22512877765140038
fr_bicyclic,0.22393015446671782
SMR_VSA3,0.22320317470019413
NumAliphaticRings,0.22227547744653853
SlogP_VSA8,0.22168393236462203
fr_NH0,0.22138715933302855
EState_VSA5,0.21734393044390377
SMR_VSA9,0.2004554259962945
PEOE_VSA14,0.2001210216522067
PEOE_VSA10,0.1936781443936133
EState_VSA1,0.18965647443997913
NumAliphaticHeterocycles,0.18724832676833225
fr_C_O_noCOO,0.17996328570395703
fr_ether,0.177896689955642
fr_C_O,0.17723604873170062
SlogP_VSA11,0.17499450002590722
NumAliphaticCarbocycles,0.16813914759474358
NumAromaticCarbocycles,0.1653189753314348
fr_benzene,0.1641587566945053
MinAbsEStateIndex,0.16408645716451709
EState_VSA6,0.16337291614961025
NHOHCount,0.15999735985744756
VSA_EState9,0.15505946215819066
EState_VSA7,0.154004711915098
NumSaturatedRings,0.1535554392398537
NumSaturatedHeterocycles,0.1446758691407053
fr_aniline,0.1433523243057242
NumAromaticHeterocycles,0.14057721172320448
Ipc,0.13951942607679646
NumHDonors,0.13767993945771018
PEOE_VSA4,0.12886345590596626
fr_Ar_N,0.12266308769195011
fr_NH1,0.12059543425693975
SlogP_VSA12,0.11937545615402034
PEOE_VSA13,0.11904500973815879
NumSaturatedCarbocycles,0.11321651194171456
fr_ketone,0.11180743903143431
